Easting,Northing,Weighting,Cluster_220,Cluster_480
680379.162119936,6407320.60947077,14.0,40,15
680379.413887527,6405991.04455575,16.0,36,22
680379.413887527,6406286.79295989,16.0,41,23
680379.413887527,6406599.53057656,14.0,23,14
680382.212965017,6408176.65309353,16.0,37,12
680382.212965017,6408472.33762658,16.0,39,17
680382.212965017,6408684.42149805,4.0,28,16
680382.212965017,6408927.47827256,14.0,35,21
680384.265005415,6407724.98227767,4.0,32,9
680384.962119936,6407042.06066533,12.0,44,24
680384.962119936,6407320.6124847,14.0,40,15
680385.213887527,6405991.04685461,16.0,38,19
680385.213887527,6406286.79083554,16.0,31,11
680385.213887527,6406582.45696999,16.0,23,14
680388.012965017,6408176.65453057,16.0,37,12
680388.012965017,6408472.33694802,16.0,39,17
680388.012965017,6408684.41882249,4.0,28,16
680388.012965017,6408910.5563654,16.0,35,21
680390.065005415,6407723.98576381,4.0,32,9
680390.762119936,6407042.06031642,12.0,44,24
680390.762119936,6407303.52015361,16.0,40,15
680391.013887527,6405991.04844023,16.0,38,19
680391.013887527,6406286.78996798,16.0,31,11
680391.013887527,6406582.45807218,16.0,45,25
680393.812965017,6408176.65591968,16.0,37,12
680393.812965017,6408472.33587627,16.0,39,17
680393.812965017,6408684.42256174,4.0,28,16
680393.812965017,6408910.55159454,16.0,35,21
680395.865005415,6407724.87049766,4.0,32,9
680396.562119936,6407042.05997802,12.0,44,24
680396.562119936,6407303.51917386,16.0,46,26
680396.813887527,6405991.04817925,16.0,42,22
680396.813887527,6406286.78948947,16.0,31,11
680396.813887527,6406582.45786079,16.0,45,25
680399.612965017,6408176.65783288,16.0,34,20
680399.612965017,6408472.33576385,16.0,39,17
680399.612965017,6408684.42310854,4.0,28,16
680399.612965017,6408910.4692649,16.0,35,21
680402.362119936,6407042.05962997,12.0,44,24
680402.362119936,6407303.51916401,16.0,46,26
680402.613887527,6405991.04997842,16.0,42,22
680402.613887527,6406286.78631569,16.0,41,23
680402.613887527,6406582.45935275,16.0,45,25
680405.412965017,6408176.65952729,16.0,34,20
680405.412965017,6408472.33548655,16.0,47,27
680405.412965017,6408684.42349506,4.0,28,16
680405.412965017,6408910.4703726,16.0,43,21
680408.162119936,6407042.05942253,12.0,44,24
680408.162119936,6407303.51945779,16.0,46,26
680408.413887527,6405991.05029621,16.0,36,22
680408.413887527,6406286.78585389,16.0,41,23
680408.413887527,6406582.46181118,16.0,45,25
680411.212965017,6408176.66132122,16.0,37,12
680411.212965017,6408472.33557375,16.0,47,27
680411.212965017,6408684.42362109,4.0,48,16
680411.212965017,6408910.4712895,16.0,43,21
680413.962119936,6407042.05907433,12.0,44,24
680413.962119936,6407500.30190708,3.0,57,32
680413.962119937,6407303.52518678,16.0,40,15
680414.213887527,6405991.04983382,16.0,36,22
680414.213887527,6406303.85460995,14.0,41,23
680414.213887527,6406582.46164254,16.0,45,25
680417.012965017,6408176.66212489,16.0,37,12
680417.012965017,6408489.40597045,14.0,39,17
680417.012965017,6408684.42354799,4.0,48,16
680417.012965017,6408910.47059305,16.0,43,21
680419.762119936,6407042.05870646,12.0,44,24
680419.762119936,6407303.52567388,16.0,40,15
680419.762119936,6407500.30126775,3.0,57,32
680420.013887527,6405991.04953997,16.0,38,19
680420.013887527,6406303.85389604,14.0,41,23
680420.013887527,6406548.24623616,12.0,45,25
680422.812965017,6408176.66299892,16.0,37,12
680422.812965017,6408489.40479106,14.0,39,17
680422.812965017,6408684.42405928,4.0,48,16
680422.812965017,6408910.4716252,16.0,49,28
680425.562119936,6407303.52625131,16.0,40,15
680425.562119936,6407500.31436224,3.0,57,32
680425.562119937,6407042.05831657,12.0,44,24
680425.813887527,6405991.05112592,16.0,38,19
680425.813887527,6406303.85464436,14.0,41,23
680425.813887527,6406548.24681472,12.0,45,25
680428.612965017,6408176.66507219,16.0,37,12
680428.612965017,6408489.40480731,14.0,39,17
680428.612965017,6408684.42426634,4.0,48,16
680428.612965017,6408910.471537,16.0,49,28
680431.362119936,6407500.314395,3.0,57,32
680431.362119937,6406934.63743023,4.0,50,29
680431.362119937,6407077.49640679,4.0,44,24
680431.362119937,6407303.52537296,16.0,46,26
680431.613887527,6405991.05157529,16.0,42,22
680431.613887527,6406303.85454496,14.0,41,23
680431.613887527,6406548.24778335,12.0,45,25
680434.412965017,6408176.66673601,16.0,51,20
680434.412965017,6408489.40440786,14.0,39,17
680434.412965017,6408684.42318127,4.0,48,16
680434.412965017,6408910.47250452,16.0,30,18
680437.162119937,6406934.63923418,4.0,50,29
680437.162119937,6407077.49512107,4.0,44,24
680437.162119937,6407303.52406245,16.0,46,26
680437.162119937,6407500.31413826,3.0,57,32
680437.413887527,6405991.05353264,16.0,42,22
680437.413887527,6406286.79030653,16.0,41,23
680437.413887527,6406548.24661347,12.0,45,25
680440.212965017,6408176.66710809,16.0,51,20
680440.212965017,6408472.33462303,16.0,47,27
680440.212965017,6408684.42212613,4.0,48,16
680440.212965017,6408910.47412091,16.0,43,21
680442.962119937,6406934.63904321,4.0,50,29
680442.962119937,6407077.49428159,4.0,44,24
680442.962119937,6407303.52587302,16.0,46,26
680442.962119937,6407500.3144793,3.0,57,32
680443.213887527,6405991.05290116,16.0,36,22
680443.213887527,6406286.79052239,16.0,52,23
680443.213887527,6406548.24676636,12.0,45,25
680446.012965017,6408176.66873702,16.0,37,12
680446.012965017,6408472.33587926,16.0,47,27
680446.012965017,6408684.42327303,4.0,48,16
680446.012965017,6408910.47483868,16.0,43,21
680448.762119937,6406934.64092736,4.0,50,29
680448.762119937,6407077.49369283,4.0,44,24
680448.762119937,6407303.52455619,16.0,46,26
680448.762119937,6407517.30484929,4.0,57,32
680449.013887527,6405991.05517514,16.0,36,22
680449.013887527,6406286.79047822,16.0,52,23
680449.013887527,6406548.24761184,12.0,45,25
680451.812965017,6408472.3363828,16.0,47,27
680451.812965017,6408684.42410907,4.0,48,16
680451.812965018,6408176.66903767,16.0,37,12
680451.812965018,6408910.47417447,16.0,43,21
680454.562119937,6406934.64089008,4.0,50,29
680454.562119937,6407077.49419111,4.0,44,24
680454.562119937,6407303.52361461,16.0,46,26
680454.562119937,6407517.30503167,4.0,57,32
680454.813887527,6405991.05613243,16.0,36,22
680454.813887527,6406286.78971569,16.0,53,30
680454.813887527,6406548.24842193,12.0,45,25
680457.612965017,6408176.66957698,16.0,54,20
680457.612965017,6408472.33617987,16.0,47,27
680457.612965017,6408684.42367055,4.0,48,16
680457.612965018,6408910.47461261,16.0,49,28
680460.362119937,6406934.64086826,4.0,50,29
680460.362119937,6407077.49508011,4.0,44,24
680460.362119937,6407303.52323167,16.0,46,26
680460.362119937,6407517.30328747,4.0,57,32
680460.613887527,6405991.05673868,16.0,36,22
680460.613887527,6406286.78987032,16.0,53,30
680460.613887527,6406512.81272271,4.0,45,25
680463.412965017,6408176.66968654,16.0,54,20
680463.412965017,6408472.3390535,16.0,47,27
680463.412965017,6408684.42348872,4.0,48,16
680463.412965017,6408910.47399754,16.0,49,28
680466.162119937,6406812.29885604,2.0,55,31
680466.162119937,6406934.6408487,4.0,50,29
680466.162119937,6407077.49580953,4.0,44,24
680466.162119937,6407303.52242575,16.0,46,26
680466.162119937,6407517.3036668,4.0,57,32
680466.413887527,6405991.05505017,16.0,42,22
680466.413887527,6406286.7908792,16.0,41,23
680466.413887527,6406512.81388726,4.0,45,25
680469.212965018,6408176.66979197,16.0,51,20
680469.212965018,6408472.33910433,16.0,56,27
680469.212965018,6408684.42284519,4.0,48,16
680469.212965018,6408910.47631061,16.0,43,21
680471.962119937,6406812.29984565,2.0,55,31
680471.962119937,6406934.64075983,4.0,50,29
680471.962119937,6407077.49671596,4.0,44,24
680471.962119937,6407303.52132089,16.0,46,26
680471.962119937,6407517.30374433,4.0,57,32
680472.213887527,6405991.05769567,16.0,42,22
680472.213887527,6406286.79001272,16.0,41,23
680472.213887527,6406512.81359869,4.0,45,25
680475.012965017,6408176.6702885,16.0,51,20
680475.012965017,6408472.33898977,16.0,56,27
680475.012965017,6408684.42263711,4.0,48,16
680475.012965018,6408910.47672674,16.0,43,21
680477.762119937,6406812.29984271,2.0,55,31
680477.762119937,6406934.64060331,4.0,50,29
680477.762119937,6407077.49771218,4.0,44,24
680477.762119937,6407303.51986534,16.0,46,26
680477.762119937,6407517.30392502,4.0,57,32
680478.013887527,6405991.05685453,16.0,42,22
680478.013887527,6406286.78987964,16.0,52,23
680478.013887527,6406512.81321887,4.0,45,25
680480.812965018,6408176.67033074,16.0,51,20
680480.812965018,6408472.33888313,16.0,47,27
680480.812965018,6408684.42244352,4.0,48,16
680480.812965018,6408893.40573291,14.0,43,21
680483.562119937,6406812.29969534,2.0,55,31
680483.562119937,6406934.64249806,4.0,50,29
680483.562119937,6407077.49873239,4.0,44,24
680483.562119937,6407233.87064666,4.0,62,35
680483.562119937,6407447.65378606,16.0,57,32
680483.813887527,6405991.0554011,16.0,42,22
680483.813887527,6406286.79053765,16.0,52,23
680483.813887527,6406512.81296308,4.0,45,25
680486.612965018,6408176.67056221,16.0,51,20
680486.612965018,6408472.33948102,16.0,47,27
680486.612965018,6408684.42267909,4.0,48,16
680486.612965018,6408893.40569007,14.0,43,21
680489.362119937,6406812.30144371,2.0,55,31
680489.362119937,6406934.64053827,4.0,50,29
680489.362119937,6407077.49938056,4.0,44,24
680489.362119937,6407233.86892467,4.0,62,35
680489.362119937,6407447.65322166,16.0,57,32
680489.613887528,6405991.0548684,16.0,36,22
680489.613887528,6406286.79028948,16.0,53,30
680489.613887528,6406512.81291203,4.0,45,25
680492.412965018,6408176.67068327,16.0,54,20
680492.412965018,6408472.34051451,16.0,58,33
680492.412965018,6408684.42272592,4.0,48,16
680492.412965018,6408893.40629212,14.0,49,28
680495.162119937,6406812.30108546,2.0,55,31
680495.162119937,6406934.64245457,4.0,50,29
680495.162119937,6407077.49986007,4.0,44,24
680495.162119937,6407233.86793087,4.0,62,35
680495.162119937,6407447.65351141,16.0,57,32
680495.413887528,6405991.05487365,16.0,38,19
680495.413887528,6406286.79020865,16.0,53,30
680495.413887528,6406512.81412299,4.0,45,25
680498.212965018,6408176.6718237,16.0,54,20
680498.212965018,6408472.34053321,16.0,58,33
680498.212965018,6408684.42280638,4.0,48,16
680498.212965018,6408893.40664915,14.0,49,28
680500.962119937,6406812.3008149,2.0,55,31
680500.962119937,6406934.64233725,4.0,50,29
680500.962119937,6407077.50006321,4.0,44,24
680500.962119937,6407233.86698573,4.0,62,35
680500.962119937,6407447.65354634,16.0,57,32
680501.213887528,6405991.05398147,16.0,59,34
680501.213887528,6406286.7909183,16.0,53,30
680501.213887528,6406512.81391576,4.0,45,25
680504.012965018,6408176.67173118,16.0,54,20
680504.012965018,6408472.34062319,16.0,56,27
680504.012965018,6408684.42214286,4.0,48,16
680504.012965018,6408893.40674168,14.0,43,21
680506.762119937,6406778.23205099,4.0,55,31
680506.762119937,6406934.64231504,4.0,50,29
680506.762119937,6407077.49967458,4.0,44,24
680506.762119937,6407233.86575493,4.0,62,35
680506.762119937,6407447.65212525,16.0,57,32
680507.013887528,6405991.05388715,16.0,59,34
680507.013887528,6406286.79107182,16.0,53,30
680507.013887528,6406478.74663851,2.0,45,25
680509.812965018,6408176.67196598,16.0,54,20
680509.812965018,6408472.34143255,16.0,56,27
680509.812965018,6408684.42119935,4.0,48,16
680509.812965018,6408876.27007785,12.0,43,21
680512.562119937,6406778.23320325,4.0,55,31
680512.562119937,6406934.64226195,4.0,50,29
680512.562119937,6407077.49882908,4.0,44,24
680512.562119937,6407233.86531311,4.0,62,35
680512.562119937,6407447.65369356,16.0,57,32
680512.813887528,6405991.05499875,16.0,42,22
680512.813887528,6406286.7911478,16.0,52,23
680512.813887528,6406478.74835994,2.0,45,25
680515.612965018,6408176.67166992,16.0,54,20
680515.612965018,6408472.34177324,16.0,56,27
680515.612965018,6408684.41955576,4.0,48,16
680515.612965018,6408876.27081805,12.0,43,21
680518.362119937,6406778.23383331,4.0,55,31
680518.362119937,6406934.6420401,4.0,50,29
680518.362119937,6407077.49700926,4.0,44,24
680518.362119937,6407233.86577973,4.0,62,35
680518.362119937,6407447.65303625,16.0,60,32
680518.613887528,6405991.05516997,16.0,42,22
680518.613887528,6406286.79081308,16.0,53,30
680518.613887528,6406478.74818078,2.0,45,25
680521.412965018,6408176.67121116,16.0,51,20
680521.412965018,6408472.34193483,16.0,56,27
680521.412965018,6408684.41748131,4.0,48,16
680521.412965018,6408876.27160487,12.0,43,21
680524.162119937,6406778.23385081,4.0,55,31
680524.162119937,6406934.64198237,4.0,50,29
680524.162119937,6407077.49533469,4.0,44,24
680524.162119937,6407233.86523239,4.0,62,35
680524.162119937,6407447.6530572,16.0,60,32
680524.413887528,6405991.05498317,16.0,42,22
680524.413887528,6406286.79039634,16.0,53,30
680524.413887528,6406478.74769898,2.0,45,25
680527.212965018,6408176.67005147,16.0,54,20
680527.212965018,6408472.34300426,16.0,58,33
680527.212965018,6408684.41598008,4.0,48,16
680527.212965018,6408876.26989099,12.0,49,28
680529.962119937,6406778.23473958,4.0,55,31
680529.962119937,6406934.64373123,4.0,50,29
680529.962119937,6407077.49360132,4.0,44,24
680529.962119937,6407233.86502835,4.0,62,35
680529.962119937,6407447.65293521,16.0,60,32
680530.213887528,6405991.05612711,16.0,59,34
680530.213887528,6406286.79015165,16.0,53,30
680530.213887528,6406478.7494047,2.0,45,25
680533.012965018,6408176.66971777,16.0,54,20
680533.012965018,6408472.34419412,16.0,58,33
680533.012965018,6408684.41556939,4.0,48,16
680533.012965018,6408876.27023479,12.0,49,28
680535.762119937,6406778.23534617,4.0,55,31
680535.762119937,6406934.64360279,4.0,50,29
680535.762119937,6407077.49169811,4.0,61,29
680535.762119937,6407233.86348069,4.0,62,35
680535.762119937,6407447.65243667,16.0,60,32
680536.013887528,6405991.05574659,16.0,59,34
680536.013887528,6406286.78948956,16.0,53,30
680536.013887528,6406478.75061367,2.0,45,25
680538.812965018,6408176.67053999,16.0,54,20
680538.812965018,6408472.34434359,16.0,58,33
680538.812965018,6408684.41389909,4.0,48,16
680538.812965018,6408876.27054511,12.0,49,28
680541.562119937,6406778.2363513,4.0,55,31
680541.562119937,6406934.64351052,4.0,50,29
680541.562119937,6407077.49163163,4.0,61,29
680541.562119937,6407233.86407136,4.0,62,35
680541.562119937,6407447.65261022,16.0,60,32
680541.813887528,6405991.05535689,16.0,59,34
680541.813887528,6406286.7890162,16.0,52,23
680541.813887528,6406478.75173094,2.0,45,25
680544.612965018,6408176.67078068,16.0,54,20
680544.612965018,6408472.34441337,16.0,58,33
680544.612965018,6408684.41400617,4.0,48,16
680544.612965018,6408876.27092485,12.0,49,28
680547.362119937,6406778.23781449,4.0,55,31
680547.362119937,6406934.64339692,4.0,50,29
680547.362119937,6407077.48959507,4.0,61,29
680547.362119937,6407233.86213184,4.0,62,35
680547.362119938,6407447.59866176,16.0,57,32
680547.613887528,6405991.05783588,16.0,59,34
680547.613887528,6406286.78899216,16.0,52,23
680550.412965018,6408176.67109358,16.0,54,20
680550.412965018,6408472.34489051,16.0,56,27
680550.412965018,6408684.41318552,4.0,48,16
680550.412965018,6408876.27141172,12.0,49,28
680553.162119938,6406742.81615632,12.0,55,31
680553.162119938,6406934.64345414,4.0,50,29
680553.162119938,6407077.48758012,4.0,61,29
680553.162119938,6407233.86168528,4.0,62,35
680553.162119938,6407447.65283972,16.0,63,36
680553.162119938,6407639.66259257,2.0,64,32
680553.413887528,6405991.0584077,16.0,59,34
680553.413887528,6406286.78377732,16.0,52,23
680556.212965018,6408176.67251567,16.0,54,20
680556.212965018,6408472.34518681,16.0,56,27
680556.212965018,6408684.41199325,4.0,48,16
680556.212965018,6408876.27132562,12.0,49,28
680558.962119938,6406742.81727139,12.0,55,31
680558.962119938,6406934.64336439,4.0,50,29
680558.962119938,6407077.48759659,4.0,61,29
680558.962119938,6407233.86110311,4.0,62,35
680558.962119938,6407447.65284546,16.0,63,36
680558.962119938,6407639.65729518,2.0,64,32
680559.213887528,6405991.05860414,16.0,65,34
680559.213887528,6406286.78367127,16.0,52,23
680562.012965018,6408472.34643861,16.0,66,33
680562.012965018,6408684.41137109,4.0,48,16
680562.012965018,6408876.27020086,12.0,49,28
680564.762119938,6406742.81839625,12.0,55,31
680564.762119938,6406934.64515383,4.0,50,29
680564.762119938,6407077.48573693,4.0,61,29
680564.762119938,6407233.86112855,4.0,62,35
680564.762119938,6407447.65308353,16.0,60,32
680564.762119938,6407639.65870139,2.0,64,32
680565.013887528,6405991.05858795,16.0,65,34
680565.013887528,6406286.78353654,16.0,52,23
680567.812965018,6408472.34644961,16.0,66,33
680567.812965018,6408684.41069589,4.0,48,16
680567.812965018,6408876.2700581,12.0,67,28
680570.562119938,6406742.82079168,12.0,55,31
680570.562119938,6406934.64586208,4.0,50,29
680570.562119938,6407077.48389357,4.0,61,29
680570.562119938,6407233.86197376,4.0,62,35
680570.562119938,6407447.65287505,16.0,60,32
680570.562119938,6407639.65863474,2.0,64,32
680570.813887528,6405991.05926305,16.0,59,34
680570.813887528,6406286.78444946,16.0,52,23
680573.612965018,6408472.34770235,16.0,58,33
680573.612965018,6408684.40943805,4.0,48,16
680573.612965018,6408876.27022969,12.0,67,28
680576.362119938,6406742.82284892,12.0,55,31
680576.362119938,6406934.64347296,4.0,50,29
680576.362119938,6407077.48220651,4.0,61,29
680576.362119938,6407233.86381391,4.0,62,35
680576.362119938,6407447.65480294,16.0,68,36
680576.362119938,6407639.65784555,2.0,64,32
680576.613887528,6405991.05914185,16.0,59,34
680576.613887528,6406303.84582002,14.0,52,23
680579.412965018,6408472.34839855,16.0,58,33
680579.412965018,6408684.40981649,4.0,48,16
680579.412965018,6408876.2706111,12.0,67,28
680582.162119938,6406742.82469957,12.0,55,31
680582.162119938,6406934.64076276,4.0,50,29
680582.162119938,6407077.48242995,4.0,61,29
680582.162119938,6407233.86434699,4.0,62,35
680582.162119938,6407447.65491404,16.0,68,36
680582.162119938,6407639.65637189,2.0,64,32
680582.413887528,6405991.06151731,16.0,59,34
680582.413887528,6406302.59532799,14.0,53,30
680585.212965018,6408472.34862447,16.0,56,27
680585.212965018,6408684.40920276,4.0,48,16
680585.212965018,6408893.32055954,10.0,49,28
680587.962119938,6406708.62923879,16.0,69,31
680587.962119938,6406934.64059002,4.0,50,29
680587.962119938,6407077.4807101,4.0,61,29
680587.962119938,6407233.86423976,4.0,62,35
680587.962119938,6407447.65434024,16.0,63,36
680587.962119938,6407639.65726546,2.0,64,32
680588.213887528,6405991.06306907,16.0,59,34
680588.213887529,6406303.84868056,14.0,53,30
680591.012965019,6408472.34890327,16.0,56,27
680591.012965019,6408684.40881502,4.0,48,16
680591.012965019,6408926.27891963,14.0,49,28
680593.762119938,6406708.63223758,16.0,69,31
680593.762119938,6406934.64251924,4.0,50,29
680593.762119938,6407077.48103886,4.0,61,29
680593.762119938,6407233.86417458,4.0,62,35
680593.762119938,6407447.65425703,16.0,63,36
680593.762119938,6407656.70244824,3.0,64,32
680594.013887528,6405991.0638689,16.0,65,34
680594.013887528,6406286.94286419,12.0,52,23
680596.812965019,6408472.35040972,16.0,66,33
680596.812965019,6408684.40875915,4.0,70,37
680596.812965019,6408927.54415418,14.0,49,28
680599.562119938,6406708.6354193,16.0,69,31
680599.562119938,6406934.64216665,4.0,50,29
680599.562119938,6407077.47932417,4.0,61,29
680599.562119938,6407233.86462845,4.0,62,35
680599.562119938,6407447.65510067,16.0,60,32
680599.562119938,6407656.70092065,3.0,64,32
680599.813887528,6405991.0658003,16.0,65,34
680599.813887528,6406269.84300279,14.0,52,23
680602.612965018,6408684.40875567,4.0,70,37
680602.612965019,6408472.34870347,16.0,66,33
680602.612965019,6408927.53656131,14.0,67,28
680605.362119938,6406708.63904589,16.0,69,31
680605.362119938,6406951.64545036,3.0,50,29
680605.362119938,6407077.47969897,4.0,61,29
680605.362119938,6407233.86515997,4.0,62,35
680605.362119938,6407447.65570225,16.0,60,32
680605.362119938,6407656.69991552,3.0,64,32
680605.613887528,6405991.06703854,16.0,65,34
680605.613887528,6406252.60705208,12.0,71,30
680608.412965019,6408472.35009514,16.0,58,33
680608.412965019,6408684.4084901,4.0,48,16
680608.412965019,6408910.48332291,16.0,67,28
680611.162119938,6406708.64360689,16.0,55,31
680611.162119938,6406951.64627984,3.0,50,29
680611.162119938,6407077.47818644,4.0,61,29
680611.162119938,6407233.865454,4.0,62,35
680611.162119938,6407447.65557048,16.0,68,36
680611.162119938,6407656.69945702,3.0,64,32
680611.413887529,6405991.07038173,16.0,65,34
680611.413887529,6406252.60703193,12.0,71,30
680614.212965019,6408472.3502169,16.0,58,33
680614.212965019,6408684.40866353,4.0,48,16
680614.212965019,6408910.48213741,16.0,67,28
680616.962119938,6406708.64758603,16.0,55,31
680616.962119938,6406951.64504414,3.0,72,38
680616.962119938,6407077.4782669,4.0,61,29
680616.962119938,6407233.86718014,4.0,62,35
680616.962119938,6407447.65663145,16.0,68,36
680616.962119938,6407656.70152139,3.0,64,32
680617.213887529,6405991.07061662,16.0,59,34
680617.213887529,6406252.60728311,12.0,71,30
680620.012965019,6408472.35154895,16.0,58,33
680620.012965019,6408684.40957205,4.0,48,16
680620.012965019,6408910.48253879,16.0,73,39
680622.762119938,6406708.6511573,16.0,55,31
680622.762119938,6406951.64505633,3.0,72,38
680622.762119938,6407077.47814076,4.0,61,29
680622.762119938,6407233.86820697,4.0,62,35
680622.762119938,6407447.65690747,16.0,63,36
680622.762119938,6407656.7103309,3.0,64,32
680623.013887529,6405991.07042605,16.0,59,34
680623.013887529,6406252.6103014,12.0,71,30
680625.812965019,6408489.41753611,14.0,58,33
680625.812965019,6408684.41019005,4.0,70,37
680625.812965019,6408910.48276903,16.0,73,39
680628.562119938,6406708.65619372,16.0,55,31
680628.562119938,6406934.64083021,4.0,72,38
680628.562119938,6407077.47786587,4.0,61,29
680628.562119938,6407233.86544394,4.0,62,35
680628.562119938,6407447.65767844,16.0,63,36
680628.562119938,6407656.70633559,3.0,64,32
680628.813887529,6405991.07123993,16.0,65,34
680628.813887529,6406252.61053564,12.0,71,30
680631.612965019,6408489.42028018,14.0,66,33
680631.612965019,6408684.41015956,4.0,70,37
680631.612965019,6408910.4822928,16.0,67,28
680634.362119938,6406708.66085014,16.0,69,31
680634.362119938,6406934.64096105,4.0,72,38
680634.362119938,6407077.47956423,4.0,61,29
680634.362119938,6407233.86461667,4.0,62,35
680634.362119938,6407447.65736832,16.0,60,32
680634.362119938,6407656.70897322,3.0,64,32
680634.613887529,6405991.0726324,16.0,65,34
680634.613887529,6406217.14685785,4.0,71,30
680637.412965019,6408489.42137167,14.0,66,33
680637.412965019,6408684.41114307,4.0,70,37
680637.412965019,6408910.48419793,16.0,74,39
680640.162119938,6406708.66652079,16.0,69,31
680640.162119938,6406934.64093948,4.0,72,38
680640.162119938,6407077.48114541,4.0,61,29
680640.162119938,6407233.86312322,4.0,62,35
680640.162119938,6407447.65714307,16.0,60,32
680640.162119938,6407656.70981179,3.0,64,32
680640.413887529,6405991.07497334,16.0,65,34
680640.413887529,6406217.14583782,4.0,71,30
680643.212965019,6408489.42000927,14.0,58,33
680643.212965019,6408684.41143239,4.0,70,37
680643.212965019,6408910.4846647,16.0,74,39
680645.962119938,6406708.67027562,16.0,69,31
680645.962119938,6406934.64087778,4.0,72,38
680645.962119938,6407077.48089006,4.0,61,29
680645.962119938,6407233.86123678,4.0,62,35
680645.962119938,6407447.65928606,16.0,68,36
680645.962119938,6407656.70901461,3.0,64,32
680646.213887529,6405991.07497988,16.0,65,34
680646.213887529,6406217.14557109,4.0,71,30
680649.012965019,6408472.35470922,16.0,66,33
680649.012965019,6408684.41225522,4.0,70,37
680649.012965019,6408910.48382552,16.0,74,39
680651.762119938,6406708.67541407,16.0,69,31
680651.762119938,6406934.64844196,4.0,72,38
680651.762119938,6407077.48067036,4.0,61,29
680651.762119938,6407250.90161611,3.0,62,35
680651.762119938,6407447.65909215,16.0,68,36
680651.762119938,6407656.70826735,3.0,64,32
680652.013887529,6405991.07417598,16.0,65,34
680652.013887529,6406217.14701598,4.0,71,30
680654.812965019,6408472.35591066,16.0,58,33
680654.812965019,6408684.41353029,4.0,70,37
680654.812965019,6408910.48221777,16.0,73,39
680657.562119938,6406708.68051365,16.0,69,31
680657.562119938,6406934.64334983,4.0,72,38
680657.562119938,6407077.48257736,4.0,61,29
680657.562119938,6407447.65823771,16.0,63,36
680657.562119938,6407656.70756008,3.0,64,32
680657.562119939,6407250.89417399,3.0,62,35
680657.813887529,6405991.07341539,16.0,65,34
680657.813887529,6406217.14640772,4.0,71,30
680660.612965019,6408472.35641246,16.0,75,40
680660.612965019,6408684.41453079,4.0,70,37
680660.612965019,6408910.48149516,16.0,73,39
680663.362119938,6406708.69091745,16.0,69,31
680663.362119938,6406934.64348036,4.0,72,38
680663.362119938,6407077.48236534,4.0,61,29
680663.362119938,6407250.89879912,3.0,62,35
680663.362119938,6407447.66038357,16.0,63,36
680663.362119938,6407656.70675414,3.0,64,32
680663.613887529,6406008.14916673,14.0,65,34
680663.613887529,6406217.14613039,4.0,71,30
680666.412965019,6408472.35672927,16.0,66,33
680666.412965019,6408684.41501798,4.0,70,37
680666.412965019,6408910.48194424,16.0,74,39
680669.162119938,6406708.69782199,16.0,69,31
680669.162119938,6406934.64355364,4.0,72,38
680669.162119938,6407077.48230539,4.0,61,29
680669.162119938,6407250.89941512,3.0,62,35
680669.162119938,6407447.66064963,16.0,60,32
680669.162119938,6407656.70569856,3.0,64,32
680669.413887529,6406060.72596535,4.0,65,34
680669.413887529,6406217.1459472,4.0,71,30
680672.212965019,6408472.36127619,16.0,75,40
680672.212965019,6408684.41589283,4.0,70,37
680672.212965019,6408910.48315468,16.0,74,39
680674.962119939,6406708.70542548,16.0,69,31
680674.962119939,6406934.64363003,4.0,72,38
680674.962119939,6407077.48226333,4.0,76,38
680674.962119939,6407233.84442756,4.0,62,35
680674.962119939,6407447.66128441,16.0,60,32
680674.962119939,6407656.7060742,3.0,64,32
680675.213887529,6406060.72597161,4.0,65,34
680675.213887529,6406217.14613732,4.0,71,30
680678.012965019,6408472.36318057,16.0,75,40
680678.012965019,6408684.41687868,4.0,70,37
680678.012965019,6408910.48262222,16.0,74,39
680680.762119939,6406753.65820357,10.0,69,31
680680.762119939,6406934.64359797,4.0,72,38
680680.762119939,6407077.48226237,4.0,76,38
680680.762119939,6407233.84509204,4.0,77,41
680680.762119939,6407447.66242393,16.0,68,36
680680.762119939,6407656.70310625,3.0,64,32
680681.013887529,6406060.72408588,4.0,65,34
680681.013887529,6406183.0849052,2.0,71,30
680683.812965019,6408472.36339811,16.0,66,33
680683.812965019,6408684.41796391,4.0,70,37
680683.812965019,6408910.48361877,16.0,74,39
680686.562119939,6406753.65808838,10.0,69,31
680686.562119939,6406934.64373097,4.0,72,38
680686.562119939,6407077.48237769,4.0,61,29
680686.562119939,6407233.8450897,4.0,77,41
680686.562119939,6407447.66263016,16.0,68,36
680686.562119939,6407656.70388022,3.0,64,32
680686.813887529,6406094.77941014,2.0,71,30
680686.813887529,6406183.08669399,2.0,71,30
680689.612965019,6408472.36385228,16.0,75,40
680689.612965019,6408684.41978404,4.0,70,37
680689.612965019,6408910.48404269,16.0,73,39
680692.362119939,6406934.64374718,4.0,72,38
680692.362119939,6407077.48252521,4.0,61,29
680692.362119939,6407233.84589482,4.0,62,35
680692.362119939,6407447.6657726,16.0,63,36
680692.362119939,6407656.70426804,3.0,64,32
680692.613887529,6406094.77925221,2.0,71,30
680692.613887529,6406183.0859907,2.0,71,30
680695.412965019,6408472.3624196,16.0,75,40
680695.412965019,6408684.42038624,4.0,70,37
680695.412965019,6408910.4844191,16.0,74,39
680698.162119939,6406934.64375333,4.0,72,38
