Easting,Northing,Weighting,Cluster_220,Cluster_480
680698.162119939,6407077.48077126,4.0,61,29
680698.162119939,6407233.84551495,4.0,62,35
680698.162119939,6407447.66688086,16.0,63,36
680698.162119939,6407743.38128546,16.0,78,42
680698.413887529,6406183.08579527,2.0,71,30
680701.212965019,6408472.36351627,16.0,66,33
680701.212965019,6408684.42061446,4.0,70,37
680701.21296502,6408910.48344598,16.0,74,39
680703.962119939,6406934.6436508,4.0,72,38
680703.962119939,6407077.47915989,4.0,61,29
680703.962119939,6407233.84606416,4.0,62,35
680703.962119939,6407447.66812621,16.0,63,36
680703.962119939,6407760.47658773,14.0,78,42
680704.213887529,6406183.08570389,2.0,71,30
680707.012965019,6408472.36523186,16.0,66,33
680707.012965019,6408684.42147107,4.0,70,37
680707.01296502,6408910.48321482,16.0,73,39
680709.762119939,6406934.64514872,4.0,72,38
680709.762119939,6407077.47792921,4.0,76,38
680709.762119939,6407233.84629979,4.0,62,35
680709.762119939,6407447.66905671,16.0,63,36
680709.762119939,6407760.47273454,14.0,78,42
680709.967833319,6407973.43007936,2.0,79,43
680709.967833319,6408061.69947636,2.0,80,43
680710.013887529,6406183.08601917,2.0,71,30
680712.812965019,6408472.36622025,16.0,75,40
680712.812965019,6408684.42234207,4.0,70,37
680712.812965019,6408910.48306353,16.0,73,39
680715.562119939,6406934.64628593,4.0,72,38
680715.562119939,6407077.4759941,4.0,76,38
680715.562119939,6407233.84604948,4.0,77,41
680715.562119939,6407447.67029661,16.0,68,36
680715.562119939,6407760.47484406,14.0,78,42
680715.767833319,6407972.43286118,2.0,79,43
680715.767833319,6408060.70420708,2.0,80,43
680715.813887529,6406183.08599846,2.0,71,30
680718.61296502,6408472.36791245,16.0,66,33
680718.61296502,6408684.42319293,4.0,70,37
680718.61296502,6408910.48421928,16.0,74,39
680721.362119939,6406934.64479995,4.0,72,38
680721.362119939,6407077.47493131,4.0,76,38
680721.362119939,6407233.84344217,4.0,77,41
680721.362119939,6407447.67108874,16.0,68,36
680721.362119939,6407760.4744129,14.0,78,42
680721.567833319,6407971.43581949,2.0,79,43
680721.567833319,6408059.70887563,2.0,80,43
680724.412965019,6408472.37013429,16.0,66,33
680724.412965019,6408684.42398129,4.0,70,37
680724.41296502,6408910.48350087,16.0,73,39
680727.162119939,6406968.70069345,2.0,72,38
680727.162119939,6407077.47326167,4.0,76,38
680727.162119939,6407233.84112241,4.0,77,41
680727.162119939,6407447.67356816,16.0,68,36
680727.162119939,6407743.37612282,16.0,78,42
680727.367833319,6407970.4386942,2.0,79,43
680727.367833319,6408058.71179621,2.0,80,43
680730.21296502,6408472.37262345,16.0,75,40
680730.21296502,6408684.4257393,4.0,70,37
680730.21296502,6408910.48291291,16.0,74,39
680732.962119939,6406968.69979727,2.0,72,38
680732.962119939,6407077.47442455,4.0,76,38
680732.962119939,6407233.83864102,4.0,77,41
680732.962119939,6407447.67486677,16.0,68,36
680732.962119939,6407743.37740423,16.0,78,42
680733.167833319,6407969.43949352,2.0,79,43
680733.167833319,6408057.71459961,2.0,80,43
680736.01296502,6408472.37417478,16.0,66,33
680736.01296502,6408684.42701798,4.0,70,37
680736.01296502,6408910.48314901,16.0,81,44
680738.762119939,6406968.7006818,2.0,72,38
680738.762119939,6407077.47616968,4.0,76,38
680738.762119939,6407233.83729026,4.0,77,41
680738.762119939,6407447.67667787,16.0,63,36
680738.762119939,6407743.37926409,16.0,78,42
680738.967833319,6407968.44461666,2.0,79,43
680738.967833319,6408056.71734868,2.0,80,43
680741.81296502,6408472.37437447,16.0,82,40
680741.81296502,6408684.42821328,4.0,70,37
680741.81296502,6408910.48307653,16.0,81,44
680744.562119939,6406968.70110984,2.0,72,38
680744.562119939,6407077.47697905,4.0,76,38
680744.562119939,6407233.83302142,4.0,77,41
680744.562119939,6407447.68002615,16.0,83,45
680744.562119939,6407743.38071155,16.0,78,42
680744.767833319,6407967.44754036,2.0,79,43
680744.767833319,6408055.72028821,2.0,80,43
680747.61296502,6408472.37530057,16.0,82,40
680747.61296502,6408684.43056774,4.0,70,37
680747.61296502,6408910.48260811,16.0,73,39
680750.362119939,6406968.70134757,2.0,72,38
680750.362119939,6407077.47981657,4.0,76,38
680750.362119939,6407233.82852384,4.0,77,41
680750.362119939,6407447.6843205,16.0,83,45
680750.362119939,6407743.38397704,16.0,78,42
680750.567833319,6407966.45041719,2.0,79,43
680750.567833319,6408054.72500482,2.0,80,43
680753.41296502,6408472.37528417,16.0,82,40
680753.41296502,6408684.43252098,4.0,70,37
680753.41296502,6408910.48312041,16.0,74,39
680756.162119939,6406968.70100878,2.0,72,38
680756.162119939,6407077.48107766,4.0,76,38
680756.162119939,6407233.82260255,4.0,77,41
680756.162119939,6407447.68460038,16.0,83,45
680756.162119939,6407743.38328183,16.0,78,42
680756.367833319,6407965.45130948,2.0,79,43
680756.367833319,6408070.78474639,3.0,80,43
680759.21296502,6408472.376255,16.0,82,40
680759.21296502,6408684.43465585,4.0,70,37
680759.21296502,6408910.48249393,16.0,73,39
680761.962119939,6406968.69993201,2.0,72,38
680761.962119939,6407077.48267471,4.0,76,38
680761.962119939,6407233.8181896,4.0,77,41
680761.962119939,6407447.68590759,16.0,68,36
680761.962119939,6407743.38368179,16.0,78,42
680762.167833319,6407964.4562745,2.0,79,43
680762.167833319,6408069.78747713,3.0,80,43
680765.01296502,6408472.37640402,16.0,82,40
680765.01296502,6408684.43599367,4.0,70,37
680765.01296502,6408910.48383444,16.0,74,39
680767.762119939,6406968.6992057,2.0,72,38
680767.762119939,6407077.48256594,4.0,76,38
680767.762119939,6407233.8137268,4.0,77,41
680767.762119939,6407447.68891445,16.0,77,41
680767.762119939,6407743.38277898,16.0,84,42
680767.967833319,6407963.4571276,2.0,79,43
680767.967833319,6408068.79039212,3.0,80,43
680770.395958503,6406304.95474,2.0,85,46
680770.81296502,6408472.37786421,16.0,82,40
680770.81296502,6408684.43828909,4.0,70,37
680770.81296502,6408910.48412939,16.0,81,44
680773.562119939,6406968.69745939,2.0,72,38
680773.562119939,6407077.48113603,4.0,76,38
680773.562119939,6407233.80874655,4.0,77,41
680773.562119939,6407447.68840905,16.0,77,41
680773.562119939,6407743.38292631,16.0,84,42
680773.767833319,6407962.46224337,2.0,79,43
680773.767833319,6408067.79342062,3.0,80,43
680776.195958503,6406303.94724553,2.0,85,46
680776.61296502,6408472.37693969,16.0,82,40
680776.61296502,6408684.43980139,4.0,70,37
680776.61296502,6408910.4833717,16.0,81,44
680779.362119939,6406968.69657033,2.0,72,38
680779.362119939,6407077.48254531,4.0,76,38
680779.362119939,6407233.80219691,4.0,77,41
680779.362119939,6407447.6858857,16.0,83,45
680779.362119939,6407743.38247984,16.0,86,47
680779.567833319,6407961.46528578,2.0,79,43
680779.567833319,6408066.79627371,3.0,80,43
680781.995958503,6406302.93888836,2.0,85,46
680782.41296502,6408472.37798104,16.0,82,40
680782.41296502,6408684.44125654,4.0,70,37
680782.41296502,6408910.48164387,16.0,73,39
680785.162119939,6406968.69561716,2.0,72,38
680785.162119939,6407077.48065081,4.0,76,38
680785.162119939,6407233.79345318,4.0,77,41
680785.162119939,6407447.68490427,16.0,83,45
680785.162119939,6407743.38230938,16.0,86,47
680785.367833319,6407960.46825519,2.0,79,43
680785.367833319,6408065.79932723,3.0,80,43
680787.795958503,6406284.87644821,3.0,85,46
680788.21296502,6408472.37732692,16.0,82,40
680788.21296502,6408684.44400118,4.0,70,37
680788.21296502,6408910.48278682,16.0,73,39
680790.962119939,6406968.69513783,2.0,72,38
680790.962119939,6407077.48085383,4.0,76,38
680790.962119939,6407233.78925706,4.0,77,41
680790.962119939,6407447.68122753,16.0,83,45
680790.962119939,6407743.38020446,16.0,78,42
680791.167833319,6407959.47119457,2.0,79,43
680791.167833319,6408064.8004453,3.0,80,43
680793.595958503,6406283.86811865,3.0,85,46
680794.01296502,6408684.44714197,4.0,70,37
680794.01296502,6408910.48330193,16.0,73,39
680796.762119939,6406968.69513734,2.0,72,38
680796.762119939,6407077.47904314,4.0,76,38
680796.762119939,6407233.77722501,4.0,77,41
680796.762119939,6407447.6753689,16.0,87,48
680796.762119939,6407743.37903247,16.0,78,42
680796.967833319,6407958.47640021,2.0,79,43
680796.967833319,6408063.80340126,3.0,80,43
680799.395958503,6406282.85956226,3.0,85,46
680799.81296502,6408684.45074332,4.0,70,37
680799.81296502,6408910.48408044,16.0,88,37
680802.56211994,6406968.68311907,2.0,72,38
680802.56211994,6407077.47661251,4.0,76,38
680802.56211994,6407233.77749972,4.0,77,41
680802.56211994,6407447.67544331,16.0,87,48
680802.56211994,6407743.37726395,16.0,84,42
680802.767833319,6407957.47938357,2.0,79,43
680802.767833319,6408062.80646424,3.0,80,43
680805.195958504,6406212.14963074,14.0,85,46
680805.61296502,6408684.45420016,4.0,70,37
680805.61296502,6408910.48245455,16.0,81,44
680808.36211994,6406968.68629861,2.0,72,38
680808.36211994,6407077.47565801,4.0,76,38
680808.36211994,6407233.77460092,4.0,77,41
680808.36211994,6407447.67508076,16.0,83,45
680808.36211994,6407743.3758557,16.0,84,42
680808.56783332,6407956.48239076,2.0,79,43
680808.56783332,6408061.80947751,3.0,80,43
680810.995958503,6406211.14013286,14.0,85,46
680811.41296502,6408684.45669119,4.0,70,37
680811.41296502,6408910.48332081,16.0,81,44
680814.16211994,6407077.4732309,4.0,76,38
680814.16211994,6407233.77517735,4.0,77,41
680814.16211994,6407447.67636402,16.0,89,48
680814.16211994,6407743.37363943,16.0,86,47
680814.367833319,6407955.4874239,2.0,79,43
680814.367833319,6408060.81245621,3.0,80,43
680816.795958504,6406210.13123033,14.0,85,46
680817.21296502,6408684.4585091,4.0,70,37
680817.21296502,6408927.52036772,14.0,88,37
680819.96211994,6407077.47314683,4.0,76,38
680819.96211994,6407233.77233426,4.0,77,41
680819.96211994,6407447.67652643,16.0,89,48
680819.96211994,6407726.28554925,14.0,86,47
680820.16783332,6407954.49043384,2.0,79,43
680820.16783332,6408059.81530405,3.0,80,43
680822.595958504,6406209.12277471,14.0,85,46
680823.01296502,6408684.46071798,4.0,70,37
680823.01296502,6408927.52149368,14.0,88,37
680825.76211994,6407077.47088601,4.0,76,38
680825.76211994,6407233.77217313,4.0,77,41
680825.76211994,6407447.67218783,16.0,83,45
680825.76211994,6407726.28518144,14.0,86,47
680825.96783332,6407953.49352171,2.0,79,43
680825.96783332,6408058.81821142,3.0,80,43
680828.395958504,6406208.11409666,14.0,85,46
680828.81296502,6408684.4623893,4.0,70,37
680828.812965021,6408927.51857956,14.0,88,37
680831.56211994,6407077.4722732,4.0,76,38
680831.56211994,6407233.77024961,4.0,77,41
680831.56211994,6407447.67108678,16.0,87,48
680831.56211994,6407726.28550886,14.0,86,47
680831.76783332,6407952.49663609,2.0,79,43
680831.76783332,6408074.83187735,4.0,80,43
680834.195958504,6406207.10438863,14.0,85,46
680834.61296502,6408684.46379779,4.0,70,37
680834.61296502,6408927.51187149,14.0,88,37
680837.36211994,6407077.47194109,4.0,76,38
680837.36211994,6407233.76991489,4.0,77,41
680837.36211994,6407447.66961892,16.0,87,48
680837.36211994,6407726.28370267,14.0,84,42
680837.56783332,6407951.50169321,2.0,79,43
680837.56783332,6408073.83490147,4.0,80,43
680839.995958504,6406206.09502379,14.0,85,46
680840.412965021,6408701.47325359,3.0,70,37
680840.412965021,6408910.48142345,16.0,81,44
680843.16211994,6407077.47042677,4.0,76,38
680843.16211994,6407233.76647783,4.0,77,41
680843.16211994,6407447.66818539,16.0,83,45
680843.16211994,6407726.28595359,14.0,84,42
680843.36783332,6407950.50456492,2.0,79,43
680843.36783332,6408072.83810861,4.0,80,43
680845.795958504,6406205.08563782,14.0,90,46
680846.212965021,6408910.47928652,16.0,81,44
680848.96211994,6407077.47098927,4.0,76,38
680848.96211994,6407233.76337934,4.0,77,41
680848.96211994,6407447.66866115,16.0,89,48
680848.96211994,6407726.28188468,14.0,86,47
680849.16783332,6407949.50541479,2.0,79,43
680849.16783332,6408071.84134643,4.0,80,43
680851.595958504,6406204.0763837,14.0,90,46
680852.012965021,6408910.47980923,16.0,88,37
680854.76211994,6407077.47189071,4.0,76,38
680854.76211994,6407233.75885727,4.0,77,41
680854.76211994,6407447.66657817,16.0,89,48
680854.76211994,6407726.27687318,14.0,86,47
680854.96783332,6407948.50832773,2.0,79,43
680854.96783332,6408070.84243998,4.0,80,43
680857.395958504,6406203.06757263,14.0,91,49
680857.812965021,6408910.47798279,16.0,88,37
680860.56211994,6407077.47352281,4.0,76,38
680860.56211994,6407233.753822,4.0,77,41
680860.56211994,6407447.6645262,16.0,83,45
680860.56211994,6407726.27671789,14.0,86,47
680860.76783332,6407947.51100662,2.0,79,43
680860.76783332,6408069.84545599,4.0,80,43
680863.195958504,6406202.05964357,14.0,91,49
680863.612965021,6408910.47287208,16.0,88,37
680866.36211994,6407077.47130593,4.0,76,38
680866.36211994,6407233.74862684,4.0,77,41
680866.36211994,6407447.66268435,16.0,87,48
680866.36211994,6407726.27664841,14.0,86,47
680866.56783332,6407946.5140535,2.0,79,43
680866.56783332,6408068.84668129,4.0,80,43
680868.995958504,6406201.04859529,14.0,85,46
680869.412965021,6408910.47406676,16.0,88,37
680872.16211994,6407077.47325435,4.0,92,50
680872.16211994,6407233.74502987,4.0,77,41
680872.16211994,6407447.66155361,16.0,87,48
680872.16211994,6407726.28040802,14.0,84,42
680872.36783332,6407945.51938895,2.0,79,43
680872.36783332,6408067.84986997,4.0,80,43
680874.795958504,6406200.03921847,14.0,85,46
680875.212965021,6408910.47321363,16.0,81,44
680877.96211994,6407077.4727632,4.0,92,50
680877.96211994,6407233.7470069,4.0,77,41
680877.96211994,6407447.6605316,16.0,83,45
680877.96211994,6407743.57744831,12.0,84,42
680878.16783332,6407944.5221588,2.0,93,54
680878.16783332,6408066.85100623,4.0,94,51
680880.595958504,6406199.02974538,14.0,90,46
680881.012965021,6408910.47225337,16.0,81,44
680883.76211994,6407077.47266725,4.0,92,50
680883.76211994,6407233.74201516,4.0,77,41
680883.76211994,6407447.65985139,16.0,89,48
680883.76211994,6407726.49690475,10.0,84,42
680883.96783332,6407943.52755651,2.0,93,54
680883.96783332,6408065.85417764,4.0,80,43
680886.395958504,6406198.02083882,14.0,90,46
680886.812965021,6408910.46989194,16.0,81,44
680889.56211994,6407077.47293176,4.0,92,50
680889.56211994,6407233.7386943,4.0,95,59
680889.56211994,6407447.65685069,16.0,89,48
680889.56211994,6407726.49957879,10.0,84,42
680889.76783332,6407942.52842908,2.0,79,43
680889.76783332,6408064.85704391,4.0,80,43
680892.195958504,6406197.00965235,14.0,91,49
680892.612965021,6408910.46849497,16.0,81,44
680895.36211994,6407024.93999097,14.0,92,50
680895.36211994,6407233.7369744,4.0,95,59
680895.36211994,6407447.65783364,16.0,83,45
680895.36211994,6407726.50090532,10.0,84,42
680895.56783332,6407941.53354447,2.0,79,43
680895.56783332,6408063.85995749,4.0,80,43
680897.995958504,6406196.00015752,14.0,91,49
680898.412965021,6408910.46677067,16.0,81,44
680901.16211994,6407024.94025458,14.0,92,50
680901.16211994,6407233.73473625,4.0,95,59
680901.16211994,6407447.65684999,16.0,87,48
680901.16211994,6407709.33006564,12.0,84,42
680901.36783332,6407940.53661394,2.0,79,43
680901.36783332,6408062.86281165,4.0,94,51
680903.795958504,6406194.99135364,14.0,90,46
680904.212965021,6408910.46300863,16.0,96,44
680906.96211994,6407024.93855651,14.0,92,50
680906.96211994,6407233.73226209,4.0,95,59
680906.96211994,6407447.65594685,16.0,87,48
680906.96211994,6407709.32839913,12.0,84,42
680907.16783332,6407939.53958896,2.0,79,43
680907.16783332,6408061.86737861,4.0,94,51
680909.595958504,6406193.98150246,14.0,90,46
680910.012965021,6408910.46048107,16.0,96,44
680912.76211994,6407233.73201813,4.0,95,59
680912.76211994,6407447.65713065,16.0,83,45
680912.76211994,6407726.26878924,14.0,84,42
680912.762119941,6407024.93432354,14.0,92,50
680912.96783332,6407938.54002813,2.0,93,54
680912.96783332,6408096.30758318,12.0,94,51
680915.395958504,6406192.97210419,14.0,90,46
680915.812965021,6408910.45529417,16.0,96,44
680918.56211994,6407233.73314608,4.0,95,59
680918.56211994,6407447.65898852,16.0,89,48
680918.562119941,6407024.92990716,14.0,92,50
680918.562119941,6407726.26457484,14.0,84,42
680918.76783332,6407937.54048014,2.0,93,54
680918.76783332,6408095.30851172,12.0,94,51
680921.195958504,6406191.96318643,14.0,90,46
680921.612965021,6408927.47090604,14.0,96,44
680924.362119941,6407024.92798108,14.0,92,50
680924.362119941,6407233.72648164,4.0,95,59
680924.362119941,6407447.65867861,16.0,89,48
680924.362119941,6407726.2623563,14.0,84,42
680924.56783332,6407936.54308554,2.0,93,54
680924.56783332,6408094.31199757,12.0,94,51
680926.995958504,6406190.95417569,14.0,91,49
680927.412965021,6408927.4659436,14.0,96,44
680930.162119941,6407024.92771149,14.0,92,50
680930.162119941,6407233.72920514,4.0,95,59
680930.162119941,6407447.65998851,16.0,89,48
680930.162119941,6407726.25747742,14.0,97,52
680930.367833321,6407935.54366132,2.0,93,54
680930.367833321,6408093.31449388,12.0,94,51
680932.795958504,6406189.94545562,14.0,91,49
680933.212965021,6408927.46034698,14.0,96,44
680935.96211994,6407024.92701271,14.0,92,50
680935.962119941,6407233.73190854,4.0,95,59
680935.962119941,6407447.6608028,16.0,87,48
680935.962119941,6407726.25084867,14.0,97,52
680936.167833321,6407934.54673302,2.0,93,54
680936.167833321,6408092.31900478,12.0,94,51
680938.595958505,6406188.93692846,14.0,90,46
680939.012965021,6408927.45594605,14.0,96,44
680941.76211994,6407024.92733497,14.0,92,50
680941.762119941,6407233.73423905,4.0,95,59
680941.762119941,6407447.66201377,16.0,87,48
680941.762119941,6407726.24657512,14.0,98,52
680941.96783332,6407933.55197703,2.0,93,54
680941.96783332,6408108.17896341,10.0,94,51
680944.395958505,6406187.92884882,14.0,90,46
680944.812965021,6408927.52306067,14.0,96,44
680947.562119941,6407024.92966704,14.0,92,50
680947.562119941,6407250.81938028,3.0,95,59
680947.562119941,6407447.6636957,16.0,87,48
680947.562119941,6407726.24295867,14.0,98,52
680947.767833321,6407932.55763988,2.0,93,54
680947.767833321,6408141.52673464,14.0,94,51
680948.974108324,6408465.02887573,2.0,100,53
680950.195958505,6406186.92028632,14.0,90,46
680950.612965022,6408927.52772662,14.0,96,44
680953.362119941,6407007.85836841,16.0,92,50
680953.362119941,6407249.5592931,3.0,95,59
680953.362119941,6407447.66572944,16.0,87,48
680953.362119941,6407726.23783436,14.0,97,52
680953.567833321,6407931.5605639,2.0,93,54
680953.567833321,6408140.53018222,14.0,94,51
680954.774108324,6408464.0316383,2.0,100,53
680955.995958505,6406185.91151199,14.0,90,46
680956.412965022,6408944.6611844,12.0,96,44
680959.162119941,6407007.85682837,16.0,92,50
680959.162119941,6407250.83491783,3.0,95,59
680959.162119941,6407447.66770133,16.0,89,48
680959.162119941,6407726.23357394,14.0,97,52
680959.367833321,6407930.56603692,2.0,93,54
680959.367833321,6408139.40950115,14.0,94,51
680960.574108324,6408463.03642187,2.0,100,53
680961.795958505,6406184.90309127,14.0,91,49
680962.212965021,6408944.66044324,12.0,96,44
680964.962119941,6407007.85533757,16.0,99,50
680964.962119941,6407250.84121321,3.0,95,59
680964.962119941,6407447.66958268,16.0,89,48
680964.962119941,6407726.22943963,14.0,97,52
680965.167829357,6408322.05840087,3.0,100,53
680965.167833321,6407929.56898698,2.0,93,54
680965.167833321,6408121.5519228,16.0,94,51
680966.374108324,6408462.03919317,2.0,100,53
680967.595958505,6406183.89438931,14.0,91,49
680968.012965022,6408980.08836231,4.0,96,44
680970.762119941,6407007.85386573,16.0,99,50
680970.762119941,6407233.77867949,4.0,95,59
680970.762119941,6407447.67179997,16.0,89,48
680970.762119941,6407726.22443778,14.0,97,52
680970.967829357,6408321.0637064,3.0,100,53
680970.967833321,6407928.57186429,2.0,93,54
680970.967833321,6408120.55487462,16.0,101,54
680972.174108325,6408478.09861015,3.0,100,53
680973.395958505,6406187.4656661,12.0,91,49
680973.812965022,6408980.08988892,4.0,96,44
680976.562119941,6407007.8497274,16.0,92,50
680976.562119941,6407233.78734919,4.0,95,59
680976.562119941,6407447.67446879,16.0,89,48
680976.562119941,6407726.21909516,14.0,98,52
680976.767829357,6408337.90967611,4.0,100,53
680976.767833321,6407927.57451863,2.0,93,54
680976.767833321,6408119.55792625,16.0,101,54
680977.974108324,6408477.102329,3.0,100,53
680979.195958505,6406187.63205601,12.0,91,49
680979.612965022,6408980.08986289,4.0,96,44
680982.362119941,6407007.84889088,16.0,102,55
680982.362119941,6407233.79352394,4.0,95,59
680982.362119941,6407447.67658367,16.0,87,48
680982.362119941,6407726.21280048,14.0,98,52
680982.567829357,6408336.91309606,4.0,100,53
680982.567833321,6407926.57525376,2.0,93,54
680982.567833321,6408118.55941747,16.0,103,51
680983.774108325,6408476.10408155,3.0,100,53
680984.995958505,6406187.79889846,12.0,91,49
680985.412965022,6408980.08850649,4.0,96,44
680988.162119941,6407007.84887155,16.0,102,55
680988.162119941,6407233.80155731,4.0,95,59
680988.162119941,6407447.67814499,16.0,104,56
680988.162119941,6407726.20864635,14.0,97,52
680988.367829357,6408335.91856109,4.0,100,53
680988.367833321,6407925.5781859,2.0,93,54
680988.367833321,6408117.56449571,16.0,103,51
680989.574108325,6408475.10417581,3.0,105,57
680990.795958505,6406187.96611371,12.0,91,49
680991.212965022,6408980.08562106,4.0,96,44
680993.962119941,6407007.84454545,16.0,92,50
680993.962119941,6407233.8166482,4.0,95,59
680993.962119941,6407447.67984425,16.0,104,56
680993.962119941,6407726.2040658,14.0,97,52
680994.167829357,6408334.92176236,4.0,100,53
680994.167833321,6407924.58109062,2.0,93,54
680994.167833321,6408116.5671986,16.0,94,51
680995.374108325,6408474.10753805,3.0,105,57
680996.595958505,6406188.13306188,12.0,91,49
680997.012965022,6408980.08058949,4.0,96,44
680999.762119941,6407007.84143462,16.0,99,50
680999.762119941,6407233.82195078,4.0,95,59
680999.762119941,6407447.68072333,16.0,106,58
680999.762119941,6407726.1991837,14.0,97,52
680999.967829357,6408333.92471165,4.0,100,53
680999.967833321,6407923.58368782,2.0,93,54
680999.967833321,6408115.57016446,16.0,94,51
681001.174108325,6408473.10875867,3.0,105,57
681002.395958505,6406188.30014127,12.0,91,49
681002.812965022,6408980.0748717,4.0,96,44
681005.562119941,6407007.83942746,16.0,99,50
681005.562119941,6407233.8285485,4.0,95,59
681005.562119941,6407447.68068168,16.0,106,58
681005.562119941,6407726.19485279,14.0,97,52
681005.767829357,6408332.92722504,4.0,100,53
681005.767833321,6407922.58209681,2.0,93,54
681005.767833321,6408114.57302418,16.0,101,54
681006.974108325,6408472.11177902,3.0,105,57
681008.195958505,6406188.46718547,12.0,91,49
681011.362119941,6407007.83686662,16.0,99,50
681011.362119941,6407233.83360781,4.0,95,59
681011.362119941,6407447.68184122,16.0,104,56
681011.362119941,6407726.18864363,14.0,98,52
681011.567829357,6408331.9300222,4.0,100,53
681011.567833321,6407921.58463644,2.0,93,54
681011.567833321,6408113.57564947,16.0,94,51
681012.774108325,6408471.11644189,3.0,105,57
681013.995958505,6406188.63440278,12.0,91,49
681017.162119941,6407007.83643412,16.0,102,55
681017.162119941,6407233.8394991,4.0,95,59
681017.162119941,6407447.68218823,16.0,104,56
681017.162119941,6407709.07143494,12.0,98,52
681017.367829358,6408330.93379463,4.0,100,53
681017.367833321,6407920.58530622,2.0,93,54
681017.367833321,6408112.5779928,16.0,94,51
681018.574108325,6408470.11924383,3.0,105,57
681019.795958505,6406188.80130895,12.0,91,49
681022.962119941,6407007.83357688,16.0,102,55
681022.962119941,6407233.84408988,4.0,95,59
681022.962119941,6407447.682925,16.0,104,56
681022.962119941,6407709.06832177,12.0,97,52
681023.167829358,6408329.93885733,4.0,100,53
681023.167833321,6407919.58594346,2.0,93,54
681023.167833321,6408111.58219472,16.0,103,51
681024.374108325,6408486.13297737,4.0,105,57
681025.595958505,6406188.96769005,12.0,107,49
681028.762119941,6407007.83327296,16.0,99,50
681028.762119941,6407233.84984611,4.0,95,59
681028.762119941,6407447.68386337,16.0,104,56
681028.762119941,6407709.06355409,12.0,97,52
681028.967829358,6408328.94172907,4.0,100,53
681028.967833321,6407918.58658706,2.0,93,54
681028.967833321,6408110.58514835,16.0,103,51
681030.174108325,6408485.13605857,4.0,105,57
681031.395958505,6406189.13472405,12.0,107,49
681034.562119941,6407007.83199491,16.0,99,50
681034.562119941,6407233.85520717,4.0,95,59
681034.562119941,6407447.68491167,16.0,106,58
681034.562119941,6407709.05762898,12.0,97,52
681034.767829358,6408327.94251477,4.0,100,53
681034.767833321,6407917.58966377,2.0,93,54
681034.767833321,6408109.58756438,16.0,101,54
681035.974108325,6408484.13767219,4.0,105,57
681037.195958505,6406189.30135502,12.0,107,49
681040.362119941,6407007.8331025,16.0,99,50
681040.362119941,6407233.85913517,4.0,95,59
681040.362119941,6407447.68533795,16.0,106,58
681040.362119941,6407726.17872996,10.0,97,52
681040.567829358,6408326.94533402,4.0,100,53
681040.567833321,6407916.59490048,2.0,93,54
681040.567833321,6408108.5909282,16.0,101,54
681041.774108325,6408483.14063751,4.0,105,57
681042.995958505,6406206.27103978,14.0,107,49
681046.162119941,6407007.83507153,16.0,99,50
681046.162119941,6407233.86405892,4.0,95,59
681046.162119941,6407447.68589309,16.0,104,56
681046.162119941,6407726.16924519,10.0,98,52
681046.367829358,6408325.948207,4.0,100,53
681046.367833321,6407915.59779936,2.0,93,54
681046.367833321,6408107.59381066,16.0,94,51
681047.574108325,6408482.14375598,4.0,105,57
681048.795958505,6406206.47469936,14.0,107,49
681051.962119942,6407007.83673866,16.0,102,55
681051.962119942,6407233.86983738,4.0,95,59
681051.962119942,6407447.68588378,16.0,104,56
681051.962119942,6407726.1676616,10.0,98,52
681052.167829358,6408324.95093679,4.0,100,53
681052.167833321,6407914.60065984,2.0,93,54
681052.167833321,6408106.5961042,16.0,101,54
681053.374108325,6408481.14650819,4.0,105,57
681054.595958506,6406206.67767274,14.0,107,49
681057.762119942,6407007.83489828,16.0,102,55
681057.762119942,6407233.87311976,4.0,95,59
681057.762119942,6407447.68419995,16.0,104,56
681057.762119942,6407726.16935412,10.0,98,52
681057.967829358,6408323.95367997,4.0,100,53
681057.967833322,6407913.60365095,2.0,93,54
681057.967833322,6408105.59939455,16.0,103,51
681059.174108325,6408480.14935748,4.0,105,57
681060.395958505,6406206.88009125,14.0,107,49
681063.562119942,6407007.83762591,16.0,99,50
681063.562119942,6407233.87561826,4.0,95,59
681063.562119942,6407447.68298671,16.0,104,56
681063.562119942,6407709.03706013,12.0,98,52
681063.767829358,6408322.95432389,4.0,100,53
681063.767833321,6407912.60663216,2.0,93,54
681063.767833321,6408104.60216506,16.0,103,51
681064.974108325,6408479.15222721,4.0,105,57
681066.195958506,6406207.08339366,14.0,107,49
681069.362119942,6407007.83633284,16.0,99,50
681069.362119942,6407233.87756809,4.0,95,59
681069.362119942,6407447.68323821,16.0,106,58
681069.362119942,6407709.03430799,12.0,98,52
681069.567829358,6408321.95689595,4.0,100,53
681069.567833322,6407911.60958148,2.0,93,54
681069.567833322,6408103.60537724,16.0,101,54
681070.774108325,6408478.1550115,4.0,105,57
681071.995958506,6406207.28617921,14.0,107,49
681075.162119942,6407007.83451882,16.0,108,55
681075.162119942,6407233.88004935,4.0,95,59
681075.162119942,6407447.68220512,16.0,106,58
681075.162119942,6407709.03203136,12.0,98,52
681075.367829358,6408320.95968766,4.0,100,53
681075.367833322,6407910.61245777,2.0,93,54
681075.367833322,6408102.60823307,16.0,101,54
681076.574108325,6408477.15983079,4.0,105,57
681077.795958506,6406207.48961262,14.0,107,49
681080.962119942,6407007.83376718,16.0,108,55
