Easting,Northing,Weighting,Cluster_240,Cluster_480,Cluster_Parent,Cluster_Sub
680936.395958504,6406198.02083882,14.0,9,5,5,150
680936.812965021,6408910.46989194,16.0,80,47,47,1367
680939.56211994,6407077.47293176,4.0,92,53,53,1529
680939.56211994,6407233.7386943,4.0,36,21,21,638
680939.56211994,6407447.65685069,16.0,42,24,24,753
680939.56211994,6407726.49957879,10.0,53,31,31,923
680939.76783332,6407942.52842908,2.0,57,33,33,996
680939.76783332,6408064.85704391,4.0,58,34,34,1017
680942.195958504,6406197.00965235,14.0,9,5,5,151
680942.612965021,6408910.46849497,16.0,80,47,47,1369
680945.36211994,6407024.93999097,14.0,28,16,16,502
680945.36211994,6407233.7369744,4.0,36,21,21,638
680945.36211994,6407447.65783364,16.0,42,24,24,755
680945.36211994,6407726.50090532,10.0,53,31,31,921
680945.56783332,6407941.53354447,2.0,57,33,33,995
680945.56783332,6408063.85995749,4.0,58,34,34,1017
680947.995958504,6406196.00015752,14.0,9,5,5,153
680948.412965021,6408910.46677067,16.0,80,47,47,1371
680951.16211994,6407024.94025458,14.0,28,16,16,503
680951.16211994,6407233.73473625,4.0,36,21,21,639
680951.16211994,6407447.65684999,16.0,43,25,25,785
680951.16211994,6407709.33006564,12.0,86,50,50,1461
680951.36783332,6407940.53661394,2.0,57,33,33,995
680951.36783332,6408062.86281165,4.0,58,34,34,1017
680953.795958504,6406194.99135364,14.0,9,5,5,154
680954.212965021,6408910.46300863,16.0,80,47,47,1373
680956.96211994,6407024.93855651,14.0,28,16,16,504
680956.96211994,6407233.73226209,4.0,36,21,21,639
680956.96211994,6407447.65594685,16.0,43,25,25,782
680956.96211994,6407709.32839913,12.0,86,50,50,1462
680957.16783332,6407939.53958896,2.0,57,33,33,994
680957.16783332,6408061.86737861,4.0,58,34,34,1018
680959.595958504,6406193.98150246,14.0,9,5,5,157
680960.012965021,6408910.46048107,16.0,80,47,47,1375
680962.76211994,6407233.73201813,4.0,36,21,21,640
680962.76211994,6407447.65713065,16.0,43,25,25,780
680962.76211994,6407726.26878924,14.0,53,31,31,916
680962.762119941,6407024.93432354,14.0,28,16,16,505
680962.96783332,6407938.54002813,2.0,57,33,33,994
680962.96783332,6408096.30758318,12.0,58,34,34,1002
680965.395958504,6406192.97210419,14.0,13,6,6,163
680965.812965021,6408910.45529417,16.0,80,47,47,1377
680968.56211994,6407233.73314608,4.0,36,21,21,640
680968.56211994,6407447.65898852,16.0,43,25,25,778
680968.562119941,6407024.92990716,14.0,28,16,16,507
680968.562119941,6407726.26457484,14.0,53,31,31,917
680968.76783332,6407937.54048014,2.0,57,33,33,993
680968.76783332,6408095.30851172,12.0,58,34,34,1005
680971.195958504,6406191.96318643,14.0,10,6,6,165
680971.612965021,6408927.47090604,14.0,81,34,34,1022
680974.362119941,6407024.92798108,14.0,92,53,53,1536
680974.362119941,6407233.72648164,4.0,36,21,21,641
680974.362119941,6407447.65867861,16.0,43,25,25,776
680974.362119941,6407726.2623563,14.0,53,31,31,918
680974.56783332,6407936.54308554,2.0,57,33,33,992
680974.56783332,6408094.31199757,12.0,58,34,34,1006
680976.995958504,6406190.95417569,14.0,10,6,6,167
680977.412965021,6408927.4659436,14.0,81,34,34,1023
680980.162119941,6407024.92771149,14.0,92,53,53,1538
680980.162119941,6407233.72920514,4.0,36,21,21,641
680980.162119941,6407447.65998851,16.0,43,25,25,774
680980.162119941,6407726.25747742,14.0,53,31,31,919
680980.367833321,6407935.54366132,2.0,57,33,33,992
680980.367833321,6408093.31449388,12.0,58,34,34,1009
680982.795958504,6406189.94545562,14.0,10,6,6,169
680983.212965021,6408927.46034698,14.0,81,34,34,1024
680985.96211994,6407024.92701271,14.0,92,53,53,1539
680985.962119941,6407233.73190854,4.0,36,21,21,642
680985.962119941,6407447.6608028,16.0,43,25,25,772
680985.962119941,6407726.25084867,14.0,53,31,31,920
680986.167833321,6407934.54673302,2.0,57,33,33,991
680986.167833321,6408092.31900478,12.0,58,34,34,1011
680988.595958505,6406188.93692846,14.0,10,6,6,171
680989.012965021,6408927.45594605,14.0,81,34,34,1025
680991.76211994,6407024.92733497,14.0,92,53,53,1540
680991.762119941,6407233.73423905,4.0,36,21,21,642
680991.762119941,6407447.66201377,16.0,43,25,25,770
680991.762119941,6407726.24657512,14.0,53,31,31,922
680991.96783332,6407933.55197703,2.0,57,33,33,991
680991.96783332,6408108.17896341,10.0,58,34,34,1003
680994.395958505,6406187.92884882,14.0,13,6,6,172
680994.812965021,6408927.52306067,14.0,81,34,34,1026
680997.562119941,6407024.92966704,14.0,92,53,53,1541
680997.562119941,6407250.81938028,3.0,36,21,21,643
680997.562119941,6407447.6636957,16.0,43,25,25,768
680997.562119941,6407726.24295867,14.0,53,31,31,924
680997.767833321,6407932.55763988,2.0,57,33,33,990
680997.767833321,6408141.52673464,14.0,62,37,37,1098
680998.974108324,6408465.02887573,2.0,65,38,38,1132
681000.195958505,6406186.92028632,14.0,13,6,6,174
681000.612965022,6408927.52772662,14.0,81,34,34,1027
681003.362119941,6407007.85836841,16.0,29,17,17,543
681003.362119941,6407249.5592931,3.0,36,21,21,643
681003.362119941,6407447.66572944,16.0,43,25,25,766
681003.362119941,6407726.23783436,14.0,53,31,31,926
681003.567833321,6407931.5605639,2.0,57,33,33,990
681003.567833321,6408140.53018222,14.0,62,37,37,1096
681004.774108324,6408464.0316383,2.0,65,38,38,1131
681005.995958505,6406185.91151199,14.0,13,6,6,176
681006.412965022,6408944.6611844,12.0,81,34,34,1028
681009.162119941,6407007.85682837,16.0,29,17,17,540
681009.162119941,6407250.83491783,3.0,36,21,21,644
681009.162119941,6407447.66770133,16.0,43,25,25,764
681009.162119941,6407726.23357394,14.0,53,31,31,928
681009.367833321,6407930.56603692,2.0,57,33,33,989
681009.367833321,6408139.40950115,14.0,62,37,37,1094
681010.574108324,6408463.03642187,2.0,65,38,38,1130
681011.795958505,6406184.90309127,14.0,13,6,6,178
681012.212965021,6408944.66044324,12.0,81,34,34,1029
681014.962119941,6407007.85533757,16.0,29,17,17,536
681014.962119941,6407250.84121321,3.0,36,21,21,644
681014.962119941,6407447.66958268,16.0,43,25,25,762
681014.962119941,6407726.22943963,14.0,53,31,31,930
681015.167829357,6408322.05840087,3.0,81,34,34,1002
681015.167833321,6407929.56898698,2.0,57,33,33,989
681015.167833321,6408121.5519228,16.0,58,34,34,1004
681016.374108324,6408462.03919317,2.0,63,37,37,1108
681017.595958505,6406183.89438931,14.0,13,6,6,180
681018.012965022,6408980.08836231,4.0,81,34,34,1033
681020.762119941,6407007.85386573,16.0,29,17,17,532
681020.762119941,6407233.77867949,4.0,36,21,21,645
681020.762119941,6407447.67179997,16.0,43,25,25,760
681020.762119941,6407726.22443778,14.0,53,31,31,932
681020.967829357,6408321.0637064,3.0,62,37,37,1097
681020.967833321,6407928.57186429,2.0,57,33,33,988
681020.967833321,6408120.55487462,16.0,58,34,34,1007
681022.174108325,6408478.09861015,3.0,63,37,37,1109
681023.395958505,6406187.4656661,12.0,13,6,6,182
681023.812965022,6408980.08988892,4.0,81,34,34,1033
681026.562119941,6407007.8497274,16.0,29,17,17,528
681026.562119941,6407233.78734919,4.0,36,21,21,645
681026.562119941,6407447.67446879,16.0,43,25,25,758
681026.562119941,6407726.21909516,14.0,54,32,32,970
681026.767829357,6408337.90967611,4.0,62,37,37,1097
681026.767833321,6407927.57451863,2.0,57,33,33,988
681026.767833321,6408119.55792625,16.0,58,34,34,1010
681027.974108324,6408477.102329,3.0,63,37,37,1109
681029.195958505,6406187.63205601,12.0,13,6,6,184
681029.612965022,6408980.08986289,4.0,81,34,34,1033
681032.362119941,6407007.84889088,16.0,30,17,17,527
681032.362119941,6407233.79352394,4.0,36,21,21,646
681032.362119941,6407447.67658367,16.0,43,25,25,756
681032.362119941,6407726.21280048,14.0,54,32,32,969
681032.567829357,6408336.91309606,4.0,62,37,37,1095
681032.567833321,6407926.57525376,2.0,57,33,33,987
681032.567833321,6408118.55941747,16.0,58,34,34,1013
681033.774108325,6408476.10408155,3.0,63,37,37,1108
681034.995958505,6406187.79889846,12.0,13,6,6,186
681035.412965022,6408980.08850649,4.0,81,34,34,1033
681038.162119941,6407007.84887155,16.0,30,17,17,531
681038.162119941,6407233.80155731,4.0,36,21,21,646
681038.162119941,6407447.67814499,16.0,44,25,25,757
681038.162119941,6407726.20864635,14.0,54,32,32,968
681038.367829357,6408335.91856109,4.0,62,37,37,1093
681038.367833321,6407925.5781859,2.0,57,33,33,986
681038.367833321,6408117.56449571,16.0,59,35,35,1064
681039.574108325,6408475.10417581,3.0,63,37,37,1108
681040.795958505,6406187.96611371,12.0,13,6,6,188
681041.212965022,6408980.08562106,4.0,81,34,34,1034
681043.962119941,6407007.84454545,16.0,30,17,17,535
681043.962119941,6407233.8166482,4.0,36,21,21,647
681043.962119941,6407447.67984425,16.0,44,25,25,759
681043.962119941,6407726.2040658,14.0,54,32,32,967
681044.167829357,6408334.92176236,4.0,62,37,37,1092
681044.167833321,6407924.58109062,2.0,57,33,33,986
681044.167833321,6408116.5671986,16.0,59,35,35,1063
681045.374108325,6408474.10753805,3.0,63,37,37,1107
681046.595958505,6406188.13306188,12.0,13,6,6,189
681047.012965022,6408980.08058949,4.0,81,34,34,1034
681049.762119941,6407007.84143462,16.0,30,17,17,539
681049.762119941,6407233.82195078,4.0,36,21,21,648
681049.762119941,6407447.68072333,16.0,44,25,25,761
681049.762119941,6407726.1991837,14.0,54,32,32,966
681049.967829357,6408333.92471165,4.0,62,37,37,1092
681049.967833321,6407923.58368782,2.0,57,33,33,985
681049.967833321,6408115.57016446,16.0,59,35,35,1061
681051.174108325,6408473.10875867,3.0,63,37,37,1107
680952.395958505,6406188.30014127,12.0,13,6,6,161
681052.812965022,6408980.0748717,4.0,81,34,34,1034
680955.562119941,6407007.83942746,16.0,92,53,53,1533
681055.562119941,6407233.8285485,4.0,36,21,21,648
681055.562119941,6407447.68068168,16.0,44,25,25,763
681055.562119941,6407726.19485279,14.0,54,32,32,965
681055.767829357,6408332.92722504,4.0,63,37,37,1092
681055.767833321,6407922.58209681,2.0,57,33,33,984
681055.767833321,6408114.57302418,16.0,59,35,35,1059
681056.974108325,6408472.11177902,3.0,63,37,37,1106
680958.195958505,6406188.46718547,12.0,9,5,5,156
680961.362119941,6407007.83686662,16.0,91,16,16,506
681061.362119941,6407233.83360781,4.0,36,21,21,649
681061.362119941,6407447.68184122,16.0,44,25,25,765
681061.362119941,6407726.18864363,14.0,54,32,32,964
681061.567829357,6408331.9300222,4.0,63,37,37,1091
681061.567833321,6407921.58463644,2.0,57,33,33,984
681061.567833321,6408113.57564947,16.0,59,35,35,1057
681062.774108325,6408471.11644189,3.0,63,37,37,1105
680963.995958505,6406188.63440278,12.0,10,6,6,162
680967.162119941,6407007.83643412,16.0,28,16,16,508
681067.162119941,6407233.8394991,4.0,36,21,21,650
681067.162119941,6407447.68218823,16.0,44,25,25,767
681067.162119941,6407709.07143494,12.0,54,32,32,962
681067.367829358,6408330.93379463,4.0,63,37,37,1091
681067.367833321,6407920.58530622,2.0,57,33,33,983
681067.367833321,6408112.5779928,16.0,59,35,35,1054
681068.574108325,6408470.11924383,3.0,63,37,37,1105
680969.795958505,6406188.80130895,12.0,10,6,6,164
680972.962119941,6407007.83357688,16.0,29,17,17,554
681072.962119941,6407233.84408988,4.0,36,21,21,651
681072.962119941,6407447.682925,16.0,44,25,25,769
681072.962119941,6407709.06832177,12.0,54,32,32,960
681073.167829358,6408329.93885733,4.0,63,37,37,1091
681073.167833321,6407919.58594346,2.0,57,33,33,982
681073.167833321,6408111.58219472,16.0,59,35,35,1052
681074.374108325,6408486.13297737,4.0,63,37,37,1106
680975.595958505,6406188.96769005,12.0,10,6,6,166
680978.762119941,6407007.83327296,16.0,29,17,17,552
681078.762119941,6407233.84984611,4.0,36,21,21,651
681078.762119941,6407447.68386337,16.0,44,25,25,771
681078.762119941,6407709.06355409,12.0,54,32,32,959
681078.967829358,6408328.94172907,4.0,63,37,37,1090
681078.967833321,6407918.58658706,2.0,57,33,33,982
681078.967833321,6408110.58514835,16.0,59,35,35,1050
681080.174108325,6408485.13605857,4.0,63,37,37,1106
680981.395958505,6406189.13472405,12.0,10,6,6,168
680984.562119941,6407007.83199491,16.0,29,17,17,550
681084.562119941,6407233.85520717,4.0,36,21,21,652
681084.562119941,6407447.68491167,16.0,44,25,25,773
681084.562119941,6407709.05762898,12.0,54,32,32,957
681084.767829358,6408327.94251477,4.0,63,37,37,1090
681084.767833321,6407917.58966377,2.0,57,33,33,981
681084.767833321,6408109.58756438,16.0,59,35,35,1048
681085.974108325,6408484.13767219,4.0,63,37,37,1105
680987.195958505,6406189.30135502,12.0,10,6,6,170
680990.362119941,6407007.8331025,16.0,29,17,17,548
681090.362119941,6407233.85913517,4.0,36,21,21,653
681090.362119941,6407447.68533795,16.0,44,25,25,775
681090.362119941,6407726.17872996,10.0,54,32,32,956
681090.567829358,6408326.94533402,4.0,63,37,37,1090
681090.567833321,6407916.59490048,2.0,57,33,33,980
681090.567833321,6408108.5909282,16.0,59,35,35,1046
681091.774108325,6408483.14063751,4.0,63,37,37,1104
680992.995958505,6406206.27103978,14.0,10,6,6,173
680996.162119941,6407007.83507153,16.0,29,17,17,546
681096.162119941,6407233.86405892,4.0,36,21,21,654
681096.162119941,6407447.68589309,16.0,44,25,25,777
681096.162119941,6407726.16924519,10.0,54,32,32,955
681096.367829358,6408325.948207,4.0,63,37,37,1090
681096.367833321,6407915.59779936,2.0,57,33,33,979
681096.367833321,6408107.59381066,16.0,59,35,35,1044
681097.574108325,6408482.14375598,4.0,63,37,37,1104
680998.795958505,6406206.47469936,14.0,10,6,6,175
681001.962119942,6407007.83673866,16.0,29,17,17,544
681101.962119942,6407233.86983738,4.0,36,21,21,654
681101.962119942,6407447.68588378,16.0,44,25,25,779
681101.962119942,6407726.1676616,10.0,54,32,32,953
681102.167829358,6408324.95093679,4.0,63,37,37,1089
681102.167833321,6407914.60065984,2.0,57,33,33,977
681102.167833321,6408106.5961042,16.0,59,35,35,1042
681103.374108325,6408481.14650819,4.0,63,37,37,1103
681004.595958506,6406206.67767274,14.0,10,6,6,177
681007.762119942,6407007.83489828,16.0,29,17,17,541
681107.762119942,6407233.87311976,4.0,36,21,21,655
681107.762119942,6407447.68419995,16.0,44,25,25,781
681107.762119942,6407726.16935412,10.0,54,32,32,952
681107.967829358,6408323.95367997,4.0,63,37,37,1089
681107.967833322,6407913.60365095,2.0,57,33,33,976
681107.967833322,6408105.59939455,16.0,59,35,35,1040
681109.174108325,6408480.14935748,4.0,63,37,37,1103
681010.395958505,6406206.88009125,14.0,10,6,6,179
681013.562119942,6407007.83762591,16.0,29,17,17,537
681113.562119942,6407233.87561826,4.0,36,21,21,656
681113.562119942,6407447.68298671,16.0,44,25,25,783
681113.562119942,6407709.03706013,12.0,54,32,32,950
681113.767829358,6408322.95432389,4.0,63,37,37,1089
681113.767833321,6407912.60663216,2.0,57,33,33,976
681113.767833321,6408104.60216506,16.0,59,35,35,1038
681114.974108325,6408479.15222721,4.0,63,37,37,1102
681016.195958506,6406207.08339366,14.0,10,6,6,181
681019.362119942,6407007.83633284,16.0,29,17,17,533
681119.362119942,6407233.87756809,4.0,36,21,21,657
681119.362119942,6407447.68323821,16.0,45,26,26,815
681119.362119942,6407709.03430799,12.0,54,32,32,949
681119.567829358,6408321.95689595,4.0,63,37,37,1089
681119.567833322,6407911.60958148,2.0,57,33,33,976
681119.567833322,6408103.60537724,16.0,59,35,35,1036
681120.774108325,6408478.1550115,4.0,63,37,37,1102
681021.995958506,6406207.28617921,14.0,10,6,6,183
681025.162119942,6407007.83451882,16.0,29,17,17,529
681125.162119942,6407233.88004935,4.0,36,21,21,657
681125.162119942,6407447.68220512,16.0,45,26,26,811
681125.162119942,6407709.03203136,12.0,54,32,32,947
681125.367829358,6408320.95968766,4.0,63,37,37,1088
681125.367833322,6407910.61245777,2.0,57,33,33,975
681125.367833322,6408102.60823307,16.0,60,35,35,1037
681126.574108325,6408477.15983079,4.0,63,37,37,1101
681027.795958506,6406207.48961262,14.0,10,6,6,185
681030.962119942,6407007.83376718,16.0,30,17,17,526
681130.962119942,6407233.883556,4.0,36,21,21,658
681130.962119942,6407447.68291016,16.0,45,26,26,807
681130.962119942,6407709.03044706,12.0,54,32,32,945
681131.167829358,6408319.96240519,4.0,63,37,37,1088
681131.167833321,6408101.6116032,16.0,60,35,35,1039
681131.167833322,6407909.61539432,2.0,57,33,33,975
681132.374108325,6408476.16247632,4.0,63,37,37,1101
681033.595958506,6406207.69305718,14.0,10,6,6,187
681036.762119942,6407007.83273838,16.0,30,17,17,530
681136.762119942,6407233.88569004,4.0,36,21,21,659
681136.762119942,6407447.68288161,16.0,45,26,26,803
681136.762119942,6407709.04428373,12.0,55,32,32,943
681136.967829358,6408318.9630194,4.0,63,37,37,1088
681136.967833322,6407908.62040161,2.0,57,33,33,975
681136.967833322,6408100.61499214,16.0,60,35,35,1041
681138.174108325,6408475.16538803,4.0,63,37,37,1101
681039.395958506,6406207.89665573,14.0,11,7,7,231
681042.562119942,6407007.83276931,16.0,30,17,17,534
681042.562119942,6407233.88881357,4.0,36,21,21,647
681142.562119942,6407447.68213332,16.0,45,26,26,798
681142.562119942,6407709.04613911,12.0,55,32,32,941
681142.767829358,6408317.96566421,4.0,63,37,37,1088
681142.767833322,6407907.6234045,2.0,57,33,33,975
681142.767833322,6408099.61780482,16.0,60,35,35,1043
681143.974108326,6408474.16359714,4.0,63,37,37,1100
681045.195958506,6406208.10031234,14.0,11,7,7,229
681048.362119942,6407007.83148412,16.0,30,17,17,538
681048.362119942,6407233.89084976,4.0,36,21,21,647
681148.362119942,6407447.68265126,16.0,45,26,26,794
681148.362119942,6407709.04934214,12.0,55,32,32,939
681148.567829358,6408316.96643749,4.0,63,37,37,1087
681148.567833322,6407906.6286105,2.0,57,33,33,974
681148.567833322,6408098.62075148,16.0,60,35,35,1045
681149.774108326,6408473.16317402,4.0,64,38,38,1114
681050.995958506,6406208.30312358,14.0,11,7,7,228
681054.162119942,6407007.83295165,16.0,30,17,17,542
681054.162119942,6407233.89242684,4.0,36,21,21,648
681154.162119942,6407447.68231644,16.0,45,26,26,790
681154.162119942,6407709.05100078,12.0,55,32,32,937
681154.367829358,6408315.9691939,4.0,63,37,37,1087
681154.367833322,6407905.63183849,2.0,57,33,33,974
681154.367833322,6408097.62364555,16.0,60,35,35,1047
681155.574108325,6408488.96949648,3.0,64,38,38,1114
681056.795958506,6406208.50617082,14.0,11,7,7,226
681059.962119942,6407007.83532242,16.0,30,17,17,545
681059.962119942,6407233.89477118,4.0,36,21,21,649
681159.962119942,6407447.68340782,16.0,45,26,26,786
681159.962119942,6407709.05450334,12.0,55,32,32,935
681160.167829358,6408314.97181671,4.0,63,37,37,1087
681160.167833322,6407904.63693445,2.0,57,33,33,974
681160.167833322,6408096.62693772,16.0,60,35,35,1049
681161.374108326,6408487.97313356,3.0,64,38,38,1114
681062.595958506,6406213.91339775,16.0,11,7,7,224
681065.762119942,6407007.834628,16.0,30,17,17,547
681065.762119942,6407233.89652187,4.0,36,21,21,650
681165.762119942,6407447.68192049,16.0,46,26,26,788
681165.762119942,6407709.05893273,12.0,55,32,32,934
681165.967829358,6408313.97249324,4.0,63,37,37,1087
681165.967833322,6407903.63991144,2.0,57,33,33,974
681165.967833322,6408095.62841692,16.0,60,35,35,1051
681167.174108326,6408486.97599616,3.0,64,38,38,1114
681068.395958506,6406214.07958376,16.0,11,7,7,222
681071.562119942,6407007.83317547,16.0,30,17,17,549
681071.562119942,6407233.8981775,4.0,36,21,21,650
681171.562119942,6407447.68183143,16.0,46,26,26,792
681171.562119942,6407709.06407672,12.0,55,32,32,936
681171.767829358,6408312.97309012,4.0,63,37,37,1086
681171.767833322,6407902.64275383,2.0,57,33,33,974
681171.767833322,6408094.63165919,16.0,60,35,35,1053
681172.974108326,6408485.9792791,3.0,64,38,38,1114
681074.195958506,6406214.24669763,16.0,11,7,7,220
681077.362119942,6407007.83350042,16.0,30,17,17,551
681077.362119942,6407233.90006245,4.0,36,21,21,651
681177.362119942,6407447.68189853,16.0,46,26,26,796
681177.362119942,6407709.06720258,12.0,55,32,32,938
681177.567829359,6408311.97843657,4.0,63,37,37,1086
681177.567833322,6407901.64580634,2.0,57,33,33,973
681177.567833322,6408093.63443256,16.0,60,35,35,1055
681178.774108326,6408503.62178179,12.0,64,38,38,1115
681079.995958506,6406214.41230008,16.0,11,7,7,218
681083.162119942,6407007.83312195,16.0,30,17,17,553
681083.162119942,6407233.90102527,4.0,36,21,21,652
681183.162119942,6407447.68170848,16.0,46,26,26,800
681183.162119942,6407709.07077403,12.0,55,32,32,940
681183.367829358,6408310.98370856,4.0,63,37,37,1086
681183.367833322,6407900.64884932,2.0,57,33,33,973
681183.367833322,6408109.49739654,14.0,60,35,35,1056
681184.574108326,6408502.61792906,12.0,64,38,38,1116
681085.795958506,6406214.57813696,16.0,11,7,7,216
681088.962119942,6407007.83603278,16.0,30,17,17,555
681088.962119942,6407233.90269085,4.0,36,21,21,653
681188.962119942,6407447.68245584,16.0,46,26,26,805
681188.962119942,6407709.07559291,12.0,55,32,32,942
681189.167829359,6408309.98653708,4.0,63,37,37,1086
681189.167833322,6407899.65421913,2.0,57,33,33,973
681189.167833322,6408107.23872186,14.0,60,35,35,1058
681190.374108326,6408501.62116929,12.0,64,38,38,1117
681091.595958506,6406214.74367696,16.0,11,7,7,214
681094.762119942,6407007.83597731,16.0,31,18,18,584
681094.762119942,6407233.90409902,4.0,36,21,21,653
681194.762119942,6407447.68182067,16.0,46,26,26,809
681194.762119942,6407709.08018892,12.0,55,32,32,944
681194.967829359,6408308.98728379,4.0,63,37,37,1085
681194.967833322,6407898.65716923,2.0,57,33,33,973
681194.967833322,6408107.50321847,14.0,60,35,35,1060
681196.174108326,6408500.62409557,12.0,64,38,38,1118
681097.395958506,6406214.908508,16.0,11,7,7,212
681100.562119942,6407007.83636974,16.0,31,18,18,582
681100.562119942,6407233.90154053,4.0,36,21,21,654
681200.562119942,6407447.68046296,16.0,46,26,26,812
681200.562119942,6407709.08483365,12.0,55,32,32,946
681200.767829359,6408307.99004508,4.0,63,37,37,1085
681200.767833322,6407897.66017891,2.0,57,33,33,972
681200.767833322,6408106.50678032,14.0,60,35,35,1062
681201.974108326,6408516.7691384,14.0,64,38,38,1119
681103.195958506,6406215.08458907,16.0,11,7,7,210
681106.362119942,6407233.90258946,4.0,36,21,21,655
681206.362119942,6407447.68015037,16.0,47,27,27,829
681206.362119942,6407709.08974568,12.0,55,32,32,948
681106.362119943,6407007.83765554,16.0,31,18,18,580
681206.567829359,6408306.99061874,4.0,63,37,37,1085
681206.567833322,6407896.66541049,2.0,57,33,33,972
681206.567833322,6408088.65055351,16.0,60,35,35,1065
681207.774108326,6408515.77234917,14.0,64,38,38,1120
681108.995958506,6406229.86710681,14.0,11,7,7,207
681112.162119942,6407007.83935488,16.0,31,18,18,578
681112.162119942,6407233.90367154,4.0,36,21,21,656
681212.162119942,6407447.68077134,16.0,47,27,27,826
681212.162119942,6407673.6418733,4.0,55,32,32,950
681212.367829359,6408305.98889857,4.0,63,37,37,1084
681212.367833322,6407895.66834296,2.0,57,33,33,972
681212.367833322,6408087.65384934,16.0,61,36,36,1081
681213.574108326,6408514.77487411,14.0,64,38,38,1121
681114.795958506,6406245.99572384,12.0,11,7,7,206
681117.962119942,6407007.83923867,16.0,31,18,18,576
681117.962119942,6407233.90462864,4.0,36,21,21,656
681117.962119942,6407447.6785454,16.0,44,25,25,784
681217.962119942,6407673.64578686,4.0,55,32,32,951
681218.167829359,6408304.9917026,4.0,63,37,37,1084
681218.167833322,6407894.67142671,2.0,57,33,33,972
681218.167833322,6408086.6571209,16.0,61,36,36,1080
681219.374108326,6408513.7824505,14.0,64,38,38,1122
681120.595958506,6406244.98606178,12.0,11,7,7,204
681123.762119943,6407007.83849937,16.0,31,18,18,574
681123.762119943,6407250.91781262,3.0,36,21,21,657
681123.762119943,6407447.67845771,16.0,45,26,26,813
681223.762119943,6407673.64991502,4.0,55,32,32,952
681223.967829359,6408303.99689352,4.0,63,37,37,1084
681223.967833322,6407893.67439779,2.0,57,33,33,972
681223.967833322,6408085.6579619,16.0,61,36,36,1079
681225.174108326,6408512.78748124,14.0,64,38,38,1123
681126.395958507,6406243.97626016,12.0,11,7,7,202
681129.562119943,6407007.83843272,16.0,31,18,18,573
681129.562119943,6407250.91800015,3.0,36,21,21,658
681129.562119943,6407447.67903649,16.0,45,26,26,808
681229.562119943,6407673.65316139,4.0,55,32,32,954
681229.767829359,6408302.9998654,4.0,63,37,37,1083
681229.767833323,6407892.67716156,2.0,57,33,33,971
681229.767833323,6408084.66408601,16.0,61,36,36,1078
681230.974108326,6408511.79043954,14.0,64,38,38,1124
681132.195958507,6406242.96649735,12.0,12,7,7,200
681135.362119943,6407007.83781656,16.0,31,18,18,571
681135.362119943,6407250.91811472,3.0,36,21,21,659
681135.362119943,6407447.67783832,16.0,45,26,26,804
681235.362119943,6407673.65761282,4.0,55,32,32,955
681235.567829359,6408302.00056394,4.0,63,37,37,1083
681235.567833323,6407891.67995808,2.0,57,33,33,971
681235.567833323,6408083.66517733,16.0,61,36,36,1077
681236.774108326,6408510.79402316,14.0,64,38,38,1125
681137.995958506,6406241.95747303,12.0,12,7,7,198
681141.162119943,6407007.83946543,16.0,31,18,18,569
681141.162119943,6407250.91828603,3.0,36,21,21,659
681141.162119943,6407447.67692274,16.0,45,26,26,801
681241.162119943,6407673.66253917,4.0,55,32,32,957
681241.367829359,6408301.00350024,4.0,63,37,37,1083
681241.367833322,6407890.68065157,2.0,57,33,33,971
681241.367833322,6408082.66987277,16.0,61,36,36,1076
681242.574108326,6408509.7975617,14.0,64,38,38,1126
681143.795958507,6406240.94766055,12.0,12,7,7,196
681146.962119943,6407007.83982494,16.0,31,18,18,567
681146.962119943,6407233.90854978,4.0,36,21,21,660
681146.962119943,6407447.67570695,16.0,45,26,26,797
681246.962119943,6407673.66748815,4.0,55,32,32,958
681247.167829359,6408300.00646339,4.0,63,37,37,1083
681247.167833323,6407889.68127164,2.0,57,33,33,971
681247.167833323,6408081.67255498,16.0,61,36,36,1075
681248.374108326,6408508.79889938,14.0,64,38,38,1127
681149.595958507,6406239.93853111,12.0,12,7,7,195
681152.762119943,6407007.84137917,16.0,31,18,18,565
681152.762119943,6407233.90848566,4.0,36,21,21,660
681152.762119943,6407447.67618545,16.0,45,26,26,793
681252.762119943,6407673.67252116,4.0,55,32,32,960
681252.967829359,6408299.00941804,4.0,63,37,37,1082
681252.967833323,6407979.6882684,2.0,62,37,37,1091
681254.174108326,6408507.80190545,14.0,64,38,38,1128
681155.395958507,6406238.92920599,12.0,12,7,7,197
681158.562119943,6407007.84235546,16.0,31,18,18,563
681158.562119943,6407233.9102985,4.0,36,21,21,661
681158.562119943,6407447.67524911,16.0,45,26,26,789
681258.562119943,6407673.67632148,4.0,55,32,32,961
681258.767829359,6408298.01439415,4.0,63,37,37,1082
681259.974108326,6408506.8058457,14.0,64,38,38,1129
681161.195958507,6406237.92074911,12.0,12,7,7,199
681164.362119943,6407007.84455096,16.0,31,18,18,561
681164.362119943,6407233.91032732,4.0,36,21,21,661
681164.362119943,6407447.67543795,16.0,46,26,26,787
681264.362119943,6407673.68037356,4.0,55,32,32,963
681264.567829359,6408297.01729621,4.0,63,37,37,1082
681265.774108326,6408505.80739905,14.0,64,38,38,1130
681166.995958507,6406236.91117757,12.0,12,7,7,201
681270.085093306,6407977.36059683,2.0,62,37,37,1091
681170.162119943,6407007.84534478,16.0,31,18,18,559
681170.162119943,6407233.91360437,4.0,36,21,21,662
