Easting,Northing,Weighting,Cluster_240,Cluster_480,Cluster_Parent,Cluster_Sub
680377.213887526,6406582.44810054,16.0,19,10,10,319
680377.213887526,6406795.55948452,4.0,26,15,15,490
680380.012965016,6408176.63804755,16.0,84,49,49,1425
680380.012965016,6408472.34787934,16.0,70,42,42,1230
680380.012965016,6408684.44429221,4.0,73,43,43,1263
680380.012965017,6408927.51138155,14.0,74,44,44,1276
680382.065005415,6407733.95090929,4.0,86,50,50,1442
680382.065005415,6407907.13924213,3.0,89,22,22,693
680382.762119936,6407107.56483125,2.0,94,14,14,443
680382.762119936,6407286.46175089,14.0,90,52,52,1507
680383.013887526,6405991.03613535,16.0,17,9,9,281
680383.013887526,6406286.78643285,16.0,5,3,3,99
680383.013887526,6406582.44987923,16.0,19,10,10,317
680383.013887526,6406778.5420715,3.0,26,15,15,490
680385.812965016,6408176.63999024,16.0,84,49,49,1427
680385.812965016,6408472.34648005,16.0,70,42,42,1232
680385.812965016,6408684.44184882,4.0,73,43,43,1262
680385.812965016,6408927.50803521,14.0,74,44,44,1274
680387.865005415,6407732.95367645,4.0,86,50,50,1442
680387.865005415,6407906.14474312,3.0,89,22,22,693
680388.562119936,6407107.56255777,2.0,94,14,14,443
680388.562119936,6407286.46199789,14.0,90,52,52,1505
680388.813887526,6405991.033502,16.0,17,9,9,279
680388.813887526,6406286.78662938,16.0,5,3,3,97
680388.813887526,6406582.44629109,16.0,19,10,10,314
680388.813887526,6406778.5417538,3.0,26,15,15,490
680391.612965016,6408472.34574279,16.0,70,42,42,1234
680391.612965017,6408176.64175445,16.0,84,49,49,1429
680391.612965017,6408684.43904491,4.0,73,43,43,1262
680391.612965017,6408910.47830271,16.0,74,44,44,1271
680393.665005415,6407731.95636724,4.0,86,50,50,1442
680393.665005415,6407905.15139525,3.0,89,22,22,692
680394.362119936,6407107.56009798,2.0,94,14,14,445
680394.362119936,6407286.45901902,14.0,90,52,52,1503
680394.613887526,6405991.0362886,16.0,17,9,9,277
680394.613887526,6406286.78749283,16.0,5,3,3,95
680394.613887526,6406582.44808902,16.0,19,10,10,312
680394.613887526,6406778.5425291,3.0,26,15,15,490
680397.412965017,6408176.64271322,16.0,84,49,49,1431
680397.412965017,6408472.34437497,16.0,70,42,42,1235
680397.412965017,6408684.4366104,4.0,73,43,43,1261
680397.412965017,6408910.47755631,16.0,74,44,44,1270
680399.465005415,6407730.95934218,4.0,86,50,50,1442
680399.465005415,6407904.15546508,3.0,89,22,22,692
680400.162119936,6407111.55612759,2.0,94,14,14,448
680400.162119936,6407286.45820723,14.0,90,52,52,1501
680400.413887526,6405991.03737872,16.0,17,9,9,275
680400.413887526,6406286.7890095,16.0,5,3,3,93
680400.413887526,6406582.44938438,16.0,19,10,10,311
680400.413887526,6406778.51636436,3.0,26,15,15,488
680403.212965016,6408472.34351681,16.0,70,42,42,1237
680403.212965016,6408684.43394121,4.0,73,43,43,1261
680403.212965017,6408176.64435394,16.0,84,49,49,1433
680403.212965017,6408910.47663201,16.0,74,44,44,1268
680405.265005415,6407729.96232751,4.0,86,50,50,1441
680405.265005415,6407903.15922553,3.0,89,22,22,691
680405.962119936,6407111.55424929,2.0,94,14,14,450
680405.962119936,6407303.52764953,16.0,90,52,52,1495
680406.213887526,6405991.03778466,16.0,17,9,9,273
680406.213887526,6406286.78955857,16.0,5,3,3,90
680406.213887526,6406582.45093674,16.0,19,10,10,309
680406.213887526,6406778.51662252,3.0,26,15,15,486
680409.012965017,6408176.64622329,16.0,84,49,49,1435
680409.012965017,6408472.34185811,16.0,70,42,42,1239
680409.012965017,6408667.39885032,3.0,73,43,43,1260
680409.012965017,6408910.56037819,16.0,75,44,44,1269
680411.065005415,6407728.96528803,4.0,86,50,50,1441
680411.065005415,6407902.16506123,3.0,89,22,22,691
680411.762119936,6407111.55062103,2.0,94,14,14,452
680411.762119936,6407303.52697605,16.0,90,52,52,1494
680412.013887526,6405991.03947843,16.0,17,9,9,271
680412.013887526,6406286.79011084,16.0,5,3,3,88
680412.013887527,6406599.53210905,14.0,19,10,10,318
680414.812965017,6408176.64716966,16.0,84,49,49,1437
680414.812965017,6408472.3353441,16.0,70,42,42,1241
680414.812965017,6408667.39589665,3.0,73,43,43,1260
680414.812965017,6408927.49176084,14.0,75,44,44,1272
680416.865005415,6407727.96842836,4.0,86,50,50,1441
680417.562119936,6407111.54901469,2.0,94,14,14,452
680417.562119936,6407320.61211256,14.0,90,52,52,1497
680417.813887527,6405991.0394213,16.0,17,9,9,269
680417.813887527,6406286.79090587,16.0,5,3,3,86
680417.813887527,6406599.53151019,14.0,19,10,10,316
680420.612965017,6408176.6501306,16.0,84,49,49,1439
680420.612965017,6408472.33492795,16.0,70,42,42,1244
680420.612965017,6408667.39756951,3.0,72,41,41,1196
680420.612965017,6408927.47380992,14.0,75,44,44,1273
680422.665005415,6407726.97367853,4.0,86,50,50,1441
680423.362119936,6407111.55083692,2.0,94,14,14,454
680423.362119936,6407320.60827498,14.0,90,52,52,1496
680423.613887527,6405991.03905386,16.0,17,9,9,267
680423.613887527,6406286.79152149,16.0,5,3,3,84
680423.613887527,6406599.53089702,14.0,19,10,10,315
680426.412965017,6408176.65187334,16.0,83,48,48,1407
680426.412965017,6408472.33877722,16.0,70,42,42,1246
680426.412965017,6408684.42549999,4.0,72,41,41,1197
680426.412965017,6408927.47361899,14.0,75,44,44,1275
680428.465005415,6407725.97695588,4.0,86,50,50,1440
680429.162119936,6407111.54727477,2.0,94,14,14,456
680429.162119936,6407320.60947077,14.0,90,52,52,1498
680429.413887527,6405991.04455575,16.0,17,9,9,264
680429.413887527,6406286.79295989,16.0,5,3,3,82
680429.413887527,6406599.53057656,14.0,19,10,10,313
680432.212965017,6408176.65309353,16.0,83,48,48,1405
680432.212965017,6408472.33762658,16.0,70,42,42,1248
680432.212965017,6408684.42149805,4.0,72,41,41,1197
680432.212965017,6408927.47827256,14.0,75,44,44,1277
680434.265005415,6407724.98227767,4.0,86,50,50,1440
680434.962119936,6407042.06066533,12.0,94,14,14,437
680434.962119936,6407320.6124847,14.0,90,52,52,1500
680435.213887527,6405991.04685461,16.0,17,9,9,262
680435.213887527,6406286.79083554,16.0,5,3,3,80
680435.213887527,6406582.45696999,16.0,19,10,10,307
680438.012965017,6408176.65453057,16.0,83,48,48,1403
680438.012965017,6408472.33694802,16.0,70,42,42,1250
680438.012965017,6408684.41882249,4.0,72,41,41,1196
680438.012965017,6408910.5563654,16.0,75,44,44,1279
680440.065005415,6407723.98576381,4.0,86,50,50,1440
680440.762119936,6407042.06031642,12.0,94,14,14,439
680440.762119936,6407303.52015361,16.0,90,52,52,1499
680441.013887527,6405991.04844023,16.0,16,9,9,263
680441.013887527,6406286.78996798,16.0,5,3,3,78
680441.013887527,6406582.45807218,16.0,19,10,10,305
680443.812965017,6408176.65591968,16.0,83,48,48,1401
680443.812965017,6408472.33587627,16.0,70,42,42,1252
680443.812965017,6408684.42256174,4.0,72,41,41,1195
680443.812965017,6408910.55159454,16.0,75,44,44,1281
680445.865005415,6407724.87049766,4.0,86,50,50,1440
680446.562119936,6407042.05997802,12.0,93,53,53,1537
680446.562119936,6407303.51917386,16.0,90,52,52,1502
680446.813887527,6405991.04817925,16.0,16,9,9,265
680446.813887527,6406286.78948947,16.0,6,3,3,79
680446.813887527,6406582.45786079,16.0,19,10,10,304
680449.612965017,6408176.65783288,16.0,83,48,48,1399
680449.612965017,6408472.33576385,16.0,69,41,41,1216
680449.612965017,6408684.42310854,4.0,72,41,41,1195
680449.612965017,6408910.4692649,16.0,75,44,44,1284
680452.362119936,6407042.05962997,12.0,93,53,53,1535
680452.362119936,6407303.51916401,16.0,90,52,52,1504
680452.613887527,6405991.04997842,16.0,16,9,9,266
680452.613887527,6406286.78631569,16.0,6,3,3,81
680452.613887527,6406582.45935275,16.0,19,10,10,303
680455.412965017,6408176.65952729,16.0,83,48,48,1397
680455.412965017,6408472.33548655,16.0,69,41,41,1215
680455.412965017,6408684.42349506,4.0,72,41,41,1194
680455.412965017,6408910.4703726,16.0,75,44,44,1286
680458.162119936,6407042.05942253,12.0,93,53,53,1534
680458.162119936,6407303.51945779,16.0,90,52,52,1506
680458.413887527,6405991.05029621,16.0,16,9,9,268
680458.413887527,6406286.78585389,16.0,6,3,3,83
680458.413887527,6406582.46181118,16.0,19,10,10,302
680461.212965017,6408176.66132122,16.0,83,48,48,1394
680461.212965017,6408472.33557375,16.0,69,41,41,1214
680461.212965017,6408684.42362109,4.0,72,41,41,1194
680461.212965017,6408910.4712895,16.0,75,44,44,1288
680463.962119936,6407042.05907433,12.0,93,53,53,1532
680463.962119936,6407500.30190708,3.0,89,22,22,666
680463.962119937,6407303.52518678,16.0,90,52,52,1508
680464.213887527,6405991.04983382,16.0,16,9,9,270
680464.213887527,6406303.85460995,14.0,6,3,3,85
680464.213887527,6406582.46164254,16.0,18,10,10,301
680467.012965017,6408176.66212489,16.0,83,48,48,1392
680467.012965017,6408489.40597045,14.0,69,41,41,1203
680467.012965017,6408684.42354799,4.0,72,41,41,1193
680467.012965017,6408910.47059305,16.0,75,44,44,1290
680469.762119936,6407042.05870646,12.0,93,53,53,1531
680469.762119936,6407303.52567388,16.0,89,22,22,681
680469.762119936,6407500.30126775,3.0,89,22,22,666
680470.013887527,6405991.04953997,16.0,16,9,9,272
680470.013887527,6406303.85389604,14.0,6,3,3,87
680470.013887527,6406548.24623616,12.0,18,10,10,293
680472.812965017,6408176.66299892,16.0,83,48,48,1390
680472.812965017,6408489.40479106,14.0,69,41,41,1202
680472.812965017,6408684.42405928,4.0,72,41,41,1193
680472.812965017,6408910.4716252,16.0,75,44,44,1292
680475.562119936,6407303.52625131,16.0,89,22,22,679
680475.562119936,6407500.31436224,3.0,89,22,22,666
680475.562119937,6407042.05831657,12.0,93,53,53,1530
680475.813887527,6405991.05112592,16.0,16,9,9,274
680475.813887527,6406303.85464436,14.0,6,3,3,89
680475.813887527,6406548.24681472,12.0,18,10,10,294
680478.612965017,6408176.66507219,16.0,83,48,48,1388
680478.612965017,6408489.40480731,14.0,69,41,41,1200
680478.612965017,6408684.42426634,4.0,72,41,41,1192
680478.612965017,6408910.471537,16.0,75,44,44,1294
680481.362119936,6407500.314395,3.0,89,22,22,666
680481.362119937,6406934.63743023,4.0,94,14,14,435
680481.362119937,6407077.49640679,4.0,93,53,53,1529
680481.362119937,6407303.52537296,16.0,89,22,22,680
680481.613887527,6405991.05157529,16.0,16,9,9,276
680481.613887527,6406303.85454496,14.0,6,3,3,91
680481.613887527,6406548.24778335,12.0,18,10,10,295
680484.412965017,6408176.66673601,16.0,83,48,48,1386
680484.412965017,6408489.40440786,14.0,69,41,41,1199
680484.412965017,6408684.42318127,4.0,72,41,41,1192
680484.412965017,6408910.47250452,16.0,75,44,44,1295
680487.162119937,6406934.63923418,4.0,94,14,14,436
680487.162119937,6407077.49512107,4.0,93,53,53,1529
680487.162119937,6407303.52406245,16.0,89,22,22,682
680487.162119937,6407500.31413826,3.0,89,22,22,666
680487.413887527,6405991.05353264,16.0,16,9,9,278
680487.413887527,6406286.79030653,16.0,6,3,3,92
680487.413887527,6406548.24661347,12.0,18,10,10,296
680490.212965017,6408176.66710809,16.0,83,48,48,1384
680490.212965017,6408472.33462303,16.0,69,41,41,1208
680490.212965017,6408684.42212613,4.0,72,41,41,1191
680490.212965017,6408910.47412091,16.0,75,44,44,1297
680492.962119937,6406934.63904321,4.0,94,14,14,436
680492.962119937,6407077.49428159,4.0,93,53,53,1528
680492.962119937,6407303.52587302,16.0,89,22,22,683
680492.962119937,6407500.3144793,3.0,50,29,29,864
680493.213887527,6405991.05290116,16.0,16,9,9,280
680493.213887527,6406286.79052239,16.0,6,3,3,94
680493.213887527,6406548.24676636,12.0,18,10,10,297
680496.012965017,6408176.66873702,16.0,83,48,48,1382
680496.012965017,6408472.33587926,16.0,69,41,41,1206
680496.012965017,6408684.42327303,4.0,72,41,41,1191
680496.012965017,6408910.47483868,16.0,76,45,45,1330
680498.762119937,6406934.64092736,4.0,94,14,14,439
680498.762119937,6407077.49369283,4.0,93,53,53,1528
680498.762119937,6407303.52455619,16.0,89,22,22,684
680498.762119937,6407517.30484929,4.0,50,29,29,864
680499.013887527,6405991.05517514,16.0,16,9,9,283
680499.013887527,6406286.79047822,16.0,6,3,3,96
680499.013887527,6406548.24761184,12.0,18,10,10,298
680501.812965017,6408472.3363828,16.0,69,41,41,1205
680501.812965017,6408684.42410907,4.0,72,41,41,1191
680501.812965018,6408176.66903767,16.0,83,48,48,1380
680501.812965018,6408910.47417447,16.0,76,45,45,1328
680504.562119937,6406934.64089008,4.0,94,14,14,440
680504.562119937,6407077.49419111,4.0,93,53,53,1527
680504.562119937,6407303.52361461,16.0,89,22,22,685
680504.562119937,6407517.30503167,4.0,50,29,29,864
680504.813887527,6405991.05613243,16.0,16,9,9,285
680504.813887527,6406286.78971569,16.0,6,3,3,98
680504.813887527,6406548.24842193,12.0,18,10,10,299
680507.612965017,6408176.66957698,16.0,83,48,48,1378
680507.612965017,6408472.33617987,16.0,69,41,41,1207
680507.612965017,6408684.42367055,4.0,72,41,41,1191
680507.612965018,6408910.47461261,16.0,76,45,45,1326
680510.362119937,6406934.64086826,4.0,94,14,14,440
680510.362119937,6407077.49508011,4.0,93,53,53,1527
680510.362119937,6407303.52323167,16.0,89,22,22,686
680510.362119937,6407517.30328747,4.0,50,29,29,864
680510.613887527,6405991.05673868,16.0,16,9,9,287
680510.613887527,6406286.78987032,16.0,6,3,3,100
680510.613887527,6406512.81272271,4.0,18,10,10,292
680513.412965017,6408176.66968654,16.0,82,48,48,1379
680513.412965017,6408472.3390535,16.0,69,41,41,1209
680513.412965017,6408684.42348872,4.0,72,41,41,1192
680513.412965017,6408910.47399754,16.0,76,45,45,1324
680516.162119937,6406812.29885604,2.0,26,15,15,463
680516.162119937,6406934.6408487,4.0,94,14,14,440
680516.162119937,6407077.49580953,4.0,93,53,53,1526
680516.162119937,6407303.52242575,16.0,89,22,22,687
680516.162119937,6407517.3036668,4.0,50,29,29,863
680516.413887527,6405991.05505017,16.0,16,9,9,289
680516.413887527,6406286.7908792,16.0,6,3,3,102
680516.413887527,6406512.81388726,4.0,18,10,10,292
680519.212965018,6408176.66979197,16.0,82,48,48,1381
680519.212965018,6408472.33910433,16.0,69,41,41,1210
680519.212965018,6408684.42284519,4.0,72,41,41,1192
680519.212965018,6408910.47631061,16.0,76,45,45,1322
680521.962119937,6406812.29984565,2.0,26,15,15,462
680521.962119937,6406934.64075983,4.0,94,14,14,440
680521.962119937,6407077.49671596,4.0,93,53,53,1526
680521.962119937,6407303.52132089,16.0,89,22,22,688
680521.962119937,6407517.30374433,4.0,50,29,29,863
680522.213887527,6405991.05769567,16.0,16,9,9,291
680522.213887527,6406286.79001272,16.0,6,3,3,104
680522.213887527,6406512.81359869,4.0,18,10,10,292
680525.012965017,6408176.6702885,16.0,82,48,48,1383
680525.012965017,6408472.33898977,16.0,69,41,41,1211
680525.012965017,6408684.42263711,4.0,72,41,41,1193
680525.012965018,6408910.47672674,16.0,76,45,45,1320
680527.762119937,6406812.29984271,2.0,26,15,15,462
680527.762119937,6406934.64060331,4.0,94,14,14,441
680527.762119937,6407077.49771218,4.0,93,53,53,1525
680527.762119937,6407303.51986534,16.0,38,22,22,689
680527.762119937,6407517.30392502,4.0,50,29,29,863
680528.013887527,6405991.05685453,16.0,15,8,8,260
680528.013887527,6406286.78987964,16.0,6,3,3,106
680528.013887527,6406512.81321887,4.0,18,10,10,292
680530.812965018,6408176.67033074,16.0,82,48,48,1385
680530.812965018,6408472.33888313,16.0,69,41,41,1212
680530.812965018,6408684.42244352,4.0,72,41,41,1193
680530.812965018,6408893.40573291,14.0,76,45,45,1318
680533.562119937,6406812.29969534,2.0,26,15,15,462
680533.562119937,6406934.64249806,4.0,94,14,14,445
680533.562119937,6407077.49873239,4.0,93,53,53,1525
680533.562119937,6407233.87064666,4.0,38,22,22,690
680533.562119937,6407447.65378606,16.0,38,22,22,667
680533.813887527,6405991.0554011,16.0,15,8,8,258
680533.813887527,6406286.79053765,16.0,7,4,4,121
680533.813887527,6406512.81296308,4.0,18,10,10,295
680536.612965018,6408176.67056221,16.0,82,48,48,1387
680536.612965018,6408472.33948102,16.0,68,40,40,1190
680536.612965018,6408684.42267909,4.0,72,41,41,1194
680536.612965018,6408893.40569007,14.0,76,45,45,1316
680539.362119937,6406812.30144371,2.0,26,15,15,462
680539.362119937,6406934.64053827,4.0,27,15,15,481
680539.362119937,6407077.49938056,4.0,93,53,53,1524
680539.362119937,6407233.86892467,4.0,38,22,22,690
680539.362119937,6407447.65322166,16.0,38,22,22,668
680539.613887528,6405991.0548684,16.0,15,8,8,256
680539.613887528,6406286.79028948,16.0,7,4,4,119
680539.613887528,6406512.81291203,4.0,18,10,10,298
680542.412965018,6408176.67068327,16.0,82,48,48,1389
680542.412965018,6408472.34051451,16.0,68,40,40,1187
680542.412965018,6408684.42272592,4.0,72,41,41,1194
680542.412965018,6408893.40629212,14.0,76,45,45,1315
680545.162119937,6406812.30108546,2.0,26,15,15,462
680545.162119937,6406934.64245457,4.0,27,15,15,481
680545.162119937,6407077.49986007,4.0,93,53,53,1524
680545.162119937,6407233.86793087,4.0,38,22,22,690
680545.162119937,6407447.65351141,16.0,38,22,22,669
680545.413887528,6405991.05487365,16.0,15,8,8,254
680545.413887528,6406286.79020865,16.0,7,4,4,117
680545.413887528,6406512.81412299,4.0,18,10,10,299
680548.212965018,6408176.6718237,16.0,82,48,48,1391
680548.212965018,6408472.34053321,16.0,68,40,40,1186
680548.212965018,6408684.42280638,4.0,72,41,41,1195
680548.212965018,6408893.40664915,14.0,76,45,45,1314
680550.962119937,6406812.3008149,2.0,26,15,15,462
680550.962119937,6406934.64233725,4.0,27,15,15,480
680550.962119937,6407077.50006321,4.0,93,53,53,1523
680550.962119937,6407233.86698573,4.0,38,22,22,690
680550.962119937,6407447.65354634,16.0,38,22,22,670
680551.213887528,6405991.05398147,16.0,15,8,8,252
680551.213887528,6406286.7909183,16.0,7,4,4,116
680551.213887528,6406512.81391576,4.0,18,10,10,300
680554.012965018,6408176.67173118,16.0,82,48,48,1393
680554.012965018,6408472.34062319,16.0,68,40,40,1184
680554.012965018,6408684.42214286,4.0,72,41,41,1195
680554.012965018,6408893.40674168,14.0,76,45,45,1313
680556.762119937,6406778.23205099,4.0,26,15,15,461
680556.762119937,6406934.64231504,4.0,27,15,15,480
680556.762119937,6407077.49967458,4.0,93,53,53,1523
680556.762119937,6407233.86575493,4.0,38,22,22,691
680556.762119937,6407447.65212525,16.0,38,22,22,671
680557.013887528,6405991.05388715,16.0,15,8,8,250
680557.013887528,6406286.79107182,16.0,7,4,4,114
680557.013887528,6406478.74663851,2.0,18,10,10,300
680559.812965018,6408176.67196598,16.0,82,48,48,1395
680559.812965018,6408472.34143255,16.0,68,40,40,1182
680559.812965018,6408684.42119935,4.0,72,41,41,1196
680559.812965018,6408876.27007785,12.0,76,45,45,1312
680562.562119937,6406778.23320325,4.0,26,15,15,460
680562.562119937,6406934.64226195,4.0,27,15,15,479
680562.562119937,6407077.49882908,4.0,93,53,53,1522
680562.562119937,6407233.86531311,4.0,38,22,22,691
680562.562119937,6407447.65369356,16.0,38,22,22,672
680562.813887528,6405991.05499875,16.0,15,8,8,248
680562.813887528,6406286.7911478,16.0,7,4,4,112
680562.813887528,6406478.74835994,2.0,18,10,10,300
680565.612965018,6408176.67166992,16.0,82,48,48,1396
680565.612965018,6408472.34177324,16.0,68,40,40,1179
680565.612965018,6408684.41955576,4.0,72,41,41,1196
680565.612965018,6408876.27081805,12.0,76,45,45,1309
680568.362119937,6406778.23383331,4.0,26,15,15,460
680568.362119937,6406934.6420401,4.0,27,15,15,479
680568.362119937,6407077.49700926,4.0,93,53,53,1522
680568.362119937,6407233.86577973,4.0,37,21,21,665
680568.362119937,6407447.65303625,16.0,38,22,22,673
680568.613887528,6405991.05516997,16.0,15,8,8,247
680568.613887528,6406286.79081308,16.0,7,4,4,110
680568.613887528,6406478.74818078,2.0,18,10,10,300
680571.412965018,6408176.67121116,16.0,82,48,48,1398
680571.412965018,6408472.34193483,16.0,68,40,40,1177
680571.412965018,6408684.41748131,4.0,72,41,41,1197
680571.412965018,6408876.27160487,12.0,76,45,45,1307
680574.162119937,6406778.23385081,4.0,26,15,15,460
680574.162119937,6406934.64198237,4.0,27,15,15,479
680574.162119937,6407077.49533469,4.0,93,53,53,1521
680574.162119937,6407233.86523239,4.0,37,21,21,665
680574.162119937,6407447.6530572,16.0,38,22,22,674
680574.413887528,6405991.05498317,16.0,15,8,8,245
680574.413887528,6406286.79039634,16.0,7,4,4,108
680574.413887528,6406478.74769898,2.0,18,10,10,300
680577.212965018,6408176.67005147,16.0,82,48,48,1400
680577.212965018,6408472.34300426,16.0,68,40,40,1176
680577.212965018,6408684.41598008,4.0,72,41,41,1197
680577.212965018,6408876.26989099,12.0,76,45,45,1305
680579.962119937,6406778.23473958,4.0,26,15,15,460
680579.962119937,6406934.64373123,4.0,27,15,15,479
680579.962119937,6407077.49360132,4.0,93,53,53,1521
680579.962119937,6407233.86502835,4.0,37,21,21,665
680579.962119937,6407447.65293521,16.0,38,22,22,675
680580.213887528,6405991.05612711,16.0,15,8,8,243
680580.213887528,6406286.79015165,16.0,7,4,4,109
680580.213887528,6406478.7494047,2.0,18,10,10,306
680583.012965018,6408176.66971777,16.0,82,48,48,1402
680583.012965018,6408472.34419412,16.0,68,40,40,1178
680583.012965018,6408684.41556939,4.0,72,41,41,1198
680583.012965018,6408876.27023479,12.0,76,45,45,1303
680585.762119937,6406778.23534617,4.0,26,15,15,461
680585.762119937,6406934.64360279,4.0,27,15,15,480
680585.762119937,6407077.49169811,4.0,93,53,53,1520
680585.762119937,6407233.86348069,4.0,37,21,21,664
680585.762119937,6407447.65243667,16.0,38,22,22,676
680586.013887528,6405991.05574659,16.0,15,8,8,241
680586.013887528,6406286.78948956,16.0,7,4,4,111
680586.013887528,6406478.75061367,2.0,18,10,10,308
680588.812965018,6408176.67053999,16.0,82,48,48,1404
680588.812965018,6408472.34434359,16.0,68,40,40,1180
680588.812965018,6408684.41389909,4.0,72,41,41,1198
680588.812965018,6408876.27054511,12.0,76,45,45,1301
680591.562119937,6406778.2363513,4.0,26,15,15,461
680591.562119937,6406934.64351052,4.0,27,15,15,480
680591.562119937,6407077.49163163,4.0,93,53,53,1520
680591.562119937,6407233.86407136,4.0,37,21,21,664
680591.562119937,6407447.65261022,16.0,38,22,22,677
680591.813887528,6405991.05535689,16.0,15,8,8,239
680591.813887528,6406286.7890162,16.0,7,4,4,113
680591.813887528,6406478.75173094,2.0,18,10,10,310
680594.612965018,6408176.67078068,16.0,82,48,48,1406
680594.612965018,6408472.34441337,16.0,68,40,40,1181
680594.612965018,6408684.41400617,4.0,72,41,41,1198
680594.612965018,6408876.27092485,12.0,77,45,45,1299
680597.362119937,6406778.23781449,4.0,26,15,15,461
680597.362119937,6406934.64339692,4.0,27,15,15,481
680597.362119937,6407077.48959507,4.0,93,53,53,1519
680597.362119937,6407233.86213184,4.0,37,21,21,664
680597.362119938,6407447.59866176,16.0,38,22,22,678
680597.613887528,6405991.05783588,16.0,15,8,8,237
680597.613887528,6406286.78899216,16.0,7,4,4,115
680600.412965018,6408176.67109358,16.0,81,34,34,1021
680600.412965018,6408472.34489051,16.0,68,40,40,1183
680600.412965018,6408684.41318552,4.0,72,41,41,1201
680600.412965018,6408876.27141172,12.0,77,45,45,1300
680603.162119938,6406742.81615632,12.0,26,15,15,463
680603.162119938,6406934.64345414,4.0,28,16,16,496
680603.162119938,6407077.48758012,4.0,93,53,53,1519
680603.162119938,6407233.86168528,4.0,37,21,21,664
680603.162119938,6407447.65283972,16.0,39,23,23,724
680603.162119938,6407639.66259257,2.0,50,29,29,863
680603.413887528,6405991.0584077,16.0,15,8,8,235
680603.413887528,6406286.78377732,16.0,7,4,4,118
680606.212965018,6408176.67251567,16.0,81,34,34,1020
680606.212965018,6408472.34518681,16.0,68,40,40,1185
680606.212965018,6408684.41199325,4.0,72,41,41,1204
680606.212965018,6408876.27132562,12.0,77,45,45,1302
680608.962119938,6406742.81727139,12.0,26,15,15,464
680608.962119938,6406934.64336439,4.0,28,16,16,496
680608.962119938,6407077.48759659,4.0,93,53,53,1518
680608.962119938,6407233.86110311,4.0,37,21,21,663
680608.962119938,6407447.65284546,16.0,39,23,23,722
680608.962119938,6407639.65729518,2.0,50,29,29,863
680609.213887528,6405991.05860414,16.0,15,8,8,232
680609.213887528,6406286.78367127,16.0,7,4,4,120
680612.012965018,6408472.34643861,16.0,68,40,40,1188
680612.012965018,6408684.41137109,4.0,72,41,41,1204
680612.012965018,6408876.27020086,12.0,77,45,45,1304
680614.762119938,6406742.81839625,12.0,26,15,15,465
680614.762119938,6406934.64515383,4.0,28,16,16,495
680614.762119938,6407077.48573693,4.0,93,53,53,1518
680614.762119938,6407233.86112855,4.0,37,21,21,663
680614.762119938,6407447.65308353,16.0,39,23,23,720
680614.762119938,6407639.65870139,2.0,50,29,29,862
680615.013887528,6405991.05858795,16.0,14,8,8,233
680615.013887528,6406286.78353654,16.0,7,4,4,122
680617.812965018,6408472.34644961,16.0,68,40,40,1189
680617.812965018,6408684.41069589,4.0,72,41,41,1204
680617.812965018,6408876.2700581,12.0,77,45,45,1306
680620.562119938,6406742.82079168,12.0,26,15,15,466
680620.562119938,6406934.64586208,4.0,28,16,16,495
680620.562119938,6407077.48389357,4.0,93,53,53,1517
680620.562119938,6407233.86197376,4.0,37,21,21,663
680620.562119938,6407447.65287505,16.0,39,23,23,718
680620.562119938,6407639.65863474,2.0,50,29,29,862
680620.813887528,6405991.05926305,16.0,14,8,8,234
680620.813887528,6406286.78444946,16.0,8,5,5,159
680623.612965018,6408472.34770235,16.0,67,39,39,1175
680623.612965018,6408684.40943805,4.0,72,41,41,1213
680623.612965018,6408876.27022969,12.0,77,45,45,1308
680626.362119938,6406742.82284892,12.0,26,15,15,467
680626.362119938,6406934.64347296,4.0,28,16,16,494
680626.362119938,6407077.48220651,4.0,93,53,53,1517
680626.362119938,6407233.86381391,4.0,37,21,21,663
680626.362119938,6407447.65480294,16.0,39,23,23,716
680626.362119938,6407639.65784555,2.0,50,29,29,862
680626.613887528,6405991.05914185,16.0,14,8,8,236
680626.613887528,6406303.84582002,14.0,8,5,5,160
680629.412965018,6408472.34839855,16.0,67,39,39,1173
680629.412965018,6408684.40981649,4.0,72,41,41,1217
680629.412965018,6408876.2706111,12.0,77,45,45,1310
680632.162119938,6406742.82469957,12.0,26,15,15,468
680632.162119938,6406934.64076276,4.0,28,16,16,494
680632.162119938,6407077.48242995,4.0,93,53,53,1516
680632.162119938,6407233.86434699,4.0,37,21,21,662
680632.162119938,6407447.65491404,16.0,39,23,23,714
680632.162119938,6407639.65637189,2.0,50,29,29,862
680632.413887528,6405991.06151731,16.0,14,8,8,238
680632.413887528,6406302.59532799,14.0,8,5,5,158
680635.212965018,6408472.34862447,16.0,67,39,39,1171
680635.212965018,6408684.40920276,4.0,72,41,41,1217
680635.212965018,6408893.32055954,10.0,77,45,45,1311
680637.962119938,6406708.62923879,16.0,26,15,15,469
680637.962119938,6406934.64059002,4.0,28,16,16,494
680637.962119938,6407077.4807101,4.0,93,53,53,1516
680637.962119938,6407233.86423976,4.0,37,21,21,662
680637.962119938,6407447.65434024,16.0,39,23,23,713
680637.962119938,6407639.65726546,2.0,50,29,29,862
680638.213887528,6405991.06306907,16.0,14,8,8,240
680638.213887529,6406303.84868056,14.0,8,5,5,155
680641.012965019,6408472.34890327,16.0,67,39,39,1169
680641.012965019,6408684.40881502,4.0,72,41,41,1217
680641.012965019,6408926.27891963,14.0,81,34,34,1032
