LocationX,LocationY,Weighting
680565.013887528,6405991.05858795,8
680570.813887528,6405991.05926305,8
680570.813887528,6405991.05926305,8
680576.613887528,6405991.05914185,8
680576.613887528,6405991.05914185,8
680582.413887528,6405991.06151731,8
680582.413887528,6405991.06151731,8
680588.213887528,6405991.06306907,8
680588.213887528,6405991.06306907,8
680594.013887528,6405991.0638689,8
680594.013887528,6405991.0638689,8
680599.813887528,6405991.0658003,8
680599.813887528,6405991.0658003,8
680605.613887528,6405991.06703854,8
680605.613887528,6405991.06703854,8
680611.413887529,6405991.07038173,8
680611.413887529,6405991.07038173,8
680617.213887529,6405991.07061662,8
680617.213887529,6405991.07061662,8
680623.013887529,6405991.07042605,8
680623.013887529,6405991.07042605,8
680628.813887529,6405991.07123993,8
680628.813887529,6405991.07123993,8
680634.613887529,6405991.0726324,8
680634.613887529,6405991.0726324,8
680640.413887529,6405991.07497334,8
680640.413887529,6405991.07497334,8
680646.213887529,6405991.07497988,8
680646.213887529,6405991.07497988,8
680652.013887529,6405991.07417598,8
680652.013887529,6405991.07417598,8
680657.813887529,6405991.07341539,8
680657.813887529,6405991.07341539,8
680663.613887529,6406008.14916673,7
680663.613887529,6406008.14916673,7
680176.413887525,6407021.72731788,6
680176.413887525,6407021.72731788,6
680182.213887525,6407021.72639349,6
680182.213887525,6407021.72639349,6
680170.613887525,6407021.72776762,6
680170.613887525,6407021.72776762,6
679857.413887522,6406286.74245159,8
679863.213887522,6406286.7399796,8
679869.013887523,6406286.73795462,8
679874.813887523,6406286.73635432,8
679880.613887523,6406286.73487128,8
679886.413887523,6406286.7323293,8
679892.213887523,6406286.7296557,8
679898.013887523,6406286.72793767,8
679903.813887523,6406286.72756393,8
679909.613887523,6406286.72672215,8
679915.413887523,6406286.7277785,8
679921.213887523,6406286.72769117,8
679927.013887523,6406286.72653677,8
679932.813887523,6406286.72457701,8
679938.613887523,6406286.72388005,8
679944.413887523,6406286.7247429,8
679950.213887523,6406286.72368668,8
679956.013887523,6406286.7232944,8
679961.813887523,6406286.72340305,8
679967.613887523,6406286.72294724,8
679973.413887523,6406286.72360015,8
679979.213887524,6406286.72210913,8
679985.013887523,6406286.72244122,8
679990.813887524,6406286.72316525,8
679996.613887524,6406286.72313059,8
680002.413887524,6406286.72305176,8
680008.213887524,6406286.72277489,8
680014.013887524,6406286.72201858,8
680019.813887524,6406286.72242008,8
680025.613887524,6406286.72176564,8
680188.013887525,6406286.74336855,8
680193.813887525,6406286.74605568,8
680199.613887525,6406286.74858295,8
680205.413887525,6406286.7508007,8
680211.213887525,6406286.75324281,8
680217.013887525,6406286.75558784,8
680222.813887525,6406286.75790918,8
680228.613887526,6406286.76067871,8
680234.413887525,6406286.76220389,8
680240.213887526,6406286.76536069,8
680246.013887526,6406286.76707642,8
680251.813887526,6406286.76794155,8
680257.613887526,6406286.77002648,8
680263.413887526,6406286.77072665,8
680269.213887526,6406286.77236467,8
680275.013887526,6406286.77379832,8
680280.813887526,6406286.77511454,8
680286.613887526,6406286.77624629,8
680292.413887526,6406286.77756745,8
680298.213887526,6406286.77885646,8
680304.013887526,6406286.78003164,8
680309.813887526,6406286.78107697,8
680315.613887526,6406286.78304719,8
680321.413887526,6406286.78416866,8
680327.213887526,6406286.78553359,8
680333.013887526,6406286.78643285,8
680338.813887526,6406286.78662938,8
680344.613887526,6406286.78749283,8
680350.413887526,6406286.7890095,8
680356.213887526,6406286.78955857,8
680362.013887526,6406286.79011084,8
680367.813887527,6406286.79090587,8
680373.613887527,6406286.79152149,8
680379.413887527,6406286.79295989,8
680385.213887527,6406286.79083554,8
680402.613887527,6406286.78631569,8
680408.413887527,6406286.78585389,8
680414.213887527,6406303.85460995,7
680420.013887527,6406303.85389604,7
680425.813887527,6406303.85464436,7
680431.613887527,6406303.85454496,7
680460.613887527,6406286.78987032,8
680466.413887527,6406286.7908792,8
680472.213887527,6406286.79001272,8
680478.013887527,6406286.78987964,8
680483.813887527,6406286.79053765,8
680489.613887528,6406286.79028948,8
680495.413887528,6406286.79020865,8
680501.213887528,6406286.7909183,8
680507.013887528,6406286.79107182,8
680512.813887528,6406286.7911478,8
680518.613887528,6406286.79081308,8
680524.413887528,6406286.79039634,8
680530.213887528,6406286.79015165,8
680536.013887528,6406286.78948956,8
680541.813887528,6406286.7890162,8
680547.613887528,6406286.78899216,8
680553.413887528,6406286.78377732,8
680559.213887528,6406286.78367127,8
680565.013887528,6406286.78353654,8
680570.813887528,6406286.78444946,8
680576.613887528,6406303.84582002,7
680588.213887529,6406303.84868056,7
680594.013887528,6406286.94286419,6
680594.013887528,6406286.94286419,6
680623.013887529,6406252.6103014,6
680628.813887529,6406252.61053564,6
680605.613887528,6406252.60705208,6
680611.413887529,6406252.60703193,6
680617.213887529,6406252.60728311,6
680599.813887528,6406269.84300279,7
680599.813887528,6406269.84300279,7
679857.413887522,6406286.74245159,8
679863.213887522,6406286.7399796,8
679869.013887523,6406286.73795462,8
679874.813887523,6406286.73635432,8
679880.613887523,6406286.73487128,8
679886.413887523,6406286.7323293,8
679892.213887523,6406286.7296557,8
679898.013887523,6406286.72793767,8
679903.813887523,6406286.72756393,8
679909.613887523,6406286.72672215,8
679915.413887523,6406286.7277785,8
679921.213887523,6406286.72769117,8
679927.013887523,6406286.72653677,8
679932.813887523,6406286.72457701,8
679938.613887523,6406286.72388005,8
679944.413887523,6406286.7247429,8
679950.213887523,6406286.72368668,8
679956.013887523,6406286.7232944,8
679961.813887523,6406286.72340305,8
679967.613887523,6406286.72294724,8
679973.413887523,6406286.72360015,8
679979.213887524,6406286.72210913,8
679985.013887523,6406286.72244122,8
679990.813887524,6406286.72316525,8
679996.613887524,6406286.72313059,8
680002.413887524,6406286.72305176,8
680008.213887524,6406286.72277489,8
680014.013887524,6406286.72201858,8
680019.813887524,6406286.72242008,8
680025.613887524,6406286.72176564,8
680031.413887524,6406303.77797685,7
680037.213887524,6406303.77695821,7
680043.013887524,6406303.77641222,7
680048.813887524,6406303.77563325,7
680054.613887524,6406303.77448766,7
680060.413887524,6406303.77449307,7
680066.213887524,6406303.77311387,7
680072.013887524,6406303.77275719,7
680077.813887524,6406303.77275005,7
680083.613887524,6406303.77199186,7
680089.413887524,6406303.77098241,7
680095.213887524,6406303.77125844,7
680101.013887524,6406303.7710721,7
680106.813887524,6406303.77065573,7
680112.613887524,6406303.7715103,7
680118.413887525,6406303.77214095,7
680124.213887525,6406303.77295945,7
680130.013887525,6406303.77341015,7
680135.813887525,6406303.77507018,7
680141.613887525,6406303.77589036,7
680147.413887525,6406303.77854106,7
680153.213887525,6406303.78045584,7
680159.013887525,6406303.78320756,7
680164.813887525,6406303.78543739,7
680170.613887525,6406303.78865682,7
680176.413887525,6406303.79133852,7
680182.213887525,6406303.79298853,7
680188.013887525,6406286.74336855,8
680193.813887525,6406286.74605568,8
680199.613887525,6406286.74858295,8
680205.413887525,6406286.7508007,8
680211.213887525,6406286.75324281,8
680217.013887525,6406286.75558784,8
680222.813887525,6406286.75790918,8
680228.613887526,6406286.76067871,8
680234.413887525,6406286.76220389,8
680240.213887526,6406286.76536069,8
680246.013887526,6406286.76707642,8
680251.813887526,6406286.76794155,8
680257.613887526,6406286.77002648,8
680263.413887526,6406286.77072665,8
680269.213887526,6406286.77236467,8
680275.013887526,6406286.77379832,8
680280.813887526,6406286.77511454,8
680286.613887526,6406286.77624629,8
680292.413887526,6406286.77756745,8
680298.213887526,6406286.77885646,8
680304.013887526,6406286.78003164,8
680309.813887526,6406286.78107697,8
680315.613887526,6406286.78304719,8
680321.413887526,6406286.78416866,8
680327.213887526,6406286.78553359,8
680333.013887526,6406286.78643285,8
680338.813887526,6406286.78662938,8
680344.613887526,6406286.78749283,8
680350.413887526,6406286.7890095,8
680356.213887526,6406286.78955857,8
680362.013887526,6406286.79011084,8
680367.813887527,6406286.79090587,8
680373.613887527,6406286.79152149,8
680379.413887527,6406286.79295989,8
680385.213887527,6406286.79083554,8
680391.013887527,6406286.78996798,8
680396.813887527,6406286.78948947,8
680402.613887527,6406286.78631569,8
680408.413887527,6406286.78585389,8
680414.213887527,6406303.85460995,7
680420.013887527,6406303.85389604,7
680425.813887527,6406303.85464436,7
680431.613887527,6406303.85454496,7
680437.413887527,6406286.79030653,8
680443.213887527,6406286.79052239,8
680449.013887527,6406286.79047822,8
680454.813887527,6406286.78971569,8
680460.613887527,6406286.78987032,8
680466.413887527,6406286.7908792,8
680472.213887527,6406286.79001272,8
680478.013887527,6406286.78987964,8
680483.813887527,6406286.79053765,8
680489.613887528,6406286.79028948,8
680495.413887528,6406286.79020865,8
680501.213887528,6406286.7909183,8
680507.013887528,6406286.79107182,8
680512.813887528,6406286.7911478,8
680518.613887528,6406286.79081308,8
680524.413887528,6406286.79039634,8
680530.213887528,6406286.79015165,8
680536.013887528,6406286.78948956,8
680541.813887528,6406286.7890162,8
680547.613887528,6406286.78899216,8
680553.413887528,6406286.78377732,8
680559.213887528,6406286.78367127,8
680565.013887528,6406286.78353654,8
680570.813887528,6406286.78444946,8
680576.613887528,6406303.84582002,7
680582.413887528,6406302.59532799,7
680588.213887529,6406303.84868056,7
680605.613887528,6406252.60705208,6
680611.413887529,6406252.60703193,6
680617.213887529,6406252.60728311,6
680623.013887529,6406252.6103014,6
680628.813887529,6406252.61053564,6
680031.413887524,6406303.77797685,7
680037.213887524,6406303.77695821,7
680043.013887524,6406303.77641222,7
680048.813887524,6406303.77563325,7
680054.613887524,6406303.77448766,7
680060.413887524,6406303.77449307,7
680066.213887524,6406303.77311387,7
680072.013887524,6406303.77275719,7
680077.813887524,6406303.77275005,7
680083.613887524,6406303.77199186,7
680089.413887524,6406303.77098241,7
680095.213887524,6406303.77125844,7
680101.013887524,6406303.7710721,7
680106.813887524,6406303.77065573,7
680112.613887524,6406303.7715103,7
680118.413887525,6406303.77214095,7
680124.213887525,6406303.77295945,7
680130.013887525,6406303.77341015,7
680135.813887525,6406303.77507018,7
680141.613887525,6406303.77589036,7
680147.413887525,6406303.77854106,7
680153.213887525,6406303.78045584,7
680159.013887525,6406303.78320756,7
680164.813887525,6406303.78543739,7
680170.613887525,6406303.78865682,7
680176.413887525,6406303.79133852,7
680182.213887525,6406303.79298853,7
679915.413887523,6406725.90725653,8
679915.413887523,6406725.90725653,8
679921.213887523,6406725.90943713,8
679921.213887523,6406725.90943713,8
679927.013887523,6406725.90917282,8
679927.013887523,6406725.90917282,8
679932.813887523,6406725.90961765,8
679932.813887523,6406725.90961765,8
679938.613887523,6406725.90897104,8
679938.613887523,6406725.90897104,8
679944.413887523,6406725.90732176,8
679944.413887523,6406725.90732176,8
679950.213887523,6406725.90566501,8
679950.213887523,6406725.90566501,8
679956.013887523,6406725.90431095,8
679956.013887523,6406725.90431095,8
679961.813887523,6406725.90464278,8
679961.813887523,6406725.90464278,8
679967.613887523,6406725.90524393,8
679967.613887523,6406725.90524393,8
679973.413887523,6406725.90568864,8
679973.413887523,6406725.90568864,8
679979.213887524,6406725.90594226,8
679979.213887524,6406725.90594226,8
679985.013887523,6406725.90347058,8
679985.013887523,6406725.90347058,8
679990.813887524,6406725.9022906,8
679990.813887524,6406725.9022906,8
679996.613887524,6406725.90110136,8
679996.613887524,6406725.90110136,8
680002.413887524,6406725.90120964,8
680002.413887524,6406725.90120964,8
680008.213887524,6406725.90164829,8
680008.213887524,6406725.90164829,8
680014.013887524,6406725.90255137,8
680014.013887524,6406725.90255137,8
680019.813887524,6406725.90222186,8
680019.813887524,6406725.90222186,8
680025.613887524,6406725.90261282,8
680025.613887524,6406725.90261282,8
680031.413887524,6406725.90112941,8
680031.413887524,6406725.90112941,8
680037.213887524,6406725.89929448,8
680037.213887524,6406725.89929448,8
680043.013887524,6406725.89886478,8
680043.013887524,6406725.89886478,8
680048.813887524,6406725.89812863,8
680048.813887524,6406725.89812863,8
680054.613887524,6406725.89723813,8
680054.613887524,6406725.89723813,8
680060.413887524,6406725.89721207,8
680060.413887524,6406725.89721207,8
680066.213887524,6406725.89676127,8
680066.213887524,6406725.89676127,8
680072.013887524,6406725.89683253,8
680072.013887524,6406725.89683253,8
680077.813887524,6406725.89690488,8
680077.813887524,6406725.89690488,8
680083.613887524,6406725.89708727,8
680083.613887524,6406725.89708727,8
680089.413887524,6406725.8965685,8
680089.413887524,6406725.8965685,8
680095.213887524,6406725.89682241,8
680095.213887524,6406725.89682241,8
680101.013887524,6406725.89613889,8
680101.013887524,6406725.89613889,8
680106.813887524,6406725.89572037,8
680106.813887524,6406725.89572037,8
680112.613887524,6406725.89524986,8
680112.613887524,6406725.89524986,8
680118.413887525,6406725.89544996,8
680118.413887525,6406725.89544996,8
680124.213887525,6406725.89531997,8
680124.213887525,6406725.89531997,8
680130.013887525,6406725.89495075,8
680130.013887525,6406725.89495075,8
680135.813887525,6406725.89467359,8
680135.813887525,6406725.89467359,8
680141.613887525,6406725.89430902,8
680141.613887525,6406725.89430902,8
680147.413887525,6406725.89375958,8
680147.413887525,6406725.89375958,8
680153.213887525,6406725.89314471,8
680153.213887525,6406725.89314471,8
680159.013887525,6406725.8926901,8
680159.013887525,6406725.8926901,8
680164.813887525,6406725.89256521,8
680164.813887525,6406725.89256521,8
680170.613887525,6406725.89221938,8
680170.613887525,6406725.89221938,8
680176.413887525,6406725.89279836,8
680176.413887525,6406725.89279836,8
680182.213887525,6406725.89286526,8
680182.213887525,6406725.89286526,8
680188.013887525,6406725.8924269,8
680188.013887525,6406725.8924269,8
680193.813887525,6406725.89272293,8
680193.813887525,6406725.89272293,8
680199.613887525,6406725.89294406,8
680199.613887525,6406725.89294406,8
680164.813887525,6407037.44646536,7
679967.613887523,6407021.63360087,8
679967.613887523,6407021.63360087,8
679973.413887523,6407021.63307555,8
679973.413887523,6407021.63307555,8
679979.213887524,6407021.63189212,8
679979.213887524,6407021.63189212,8
679985.013887524,6407021.63281401,8
679985.013887524,6407021.63281401,8
679990.813887524,6407021.63199939,8
679990.813887524,6407021.63199939,8
679996.613887524,6407021.63200315,8
679996.613887524,6407021.63200315,8
680002.413887524,6407038.69764891,7
680002.413887524,6407038.69764891,7
680008.213887524,6407038.69826791,7
680008.213887524,6407038.69826791,7
680014.013887524,6407038.69754498,7
680014.013887524,6407038.69754498,7
680019.813887524,6407038.69720222,7
680019.813887524,6407038.69720222,7
680025.613887524,6407021.62905187,8
680025.613887524,6407021.62905187,8
680031.413887524,6407021.63051305,8
680031.413887524,6407021.63051305,8
680037.213887524,6407021.62999014,8
680037.213887524,6407021.62999014,8
680043.013887524,6407021.62994639,8
680043.013887524,6407021.62994639,8
680048.813887524,6407021.63217043,8
680048.813887524,6407021.63217043,8
680054.613887524,6407021.63129714,8
680054.613887524,6407021.63129714,8
680060.413887524,6407021.63185753,8
680060.413887524,6407021.63185753,8
680066.213887524,6407021.63244783,8
680066.213887524,6407021.63244783,8
680072.013887524,6407021.63243407,8
680072.013887524,6407021.63243407,8
680077.813887524,6407021.63241978,8
680077.813887524,6407021.63241978,8
680083.613887524,6407021.63150517,8
680083.613887524,6407021.63150517,8
680089.413887524,6407021.63255927,8
680089.413887524,6407021.63255927,8
680095.213887524,6407021.63278007,8
680095.213887524,6407021.63278007,8
680101.013887524,6407021.6324334,8
680101.013887524,6407021.6324334,8
680106.813887525,6407021.63062933,8
680106.813887525,6407021.63062933,8
680112.613887524,6407021.63082311,8
680112.613887524,6407021.63082311,8
680118.413887525,6407021.63099272,8
680118.413887525,6407021.63099272,8
680124.213887525,6407021.6310903,8
680124.213887525,6407021.6310903,8
680130.013887525,6407021.63054707,8
680130.013887525,6407021.63054707,8
680135.813887525,6407021.63142091,8
680135.813887525,6407021.63142091,8
680141.613887525,6407021.62980752,8
680141.613887525,6407021.62980752,8
680147.413887525,6407021.62983431,8
680147.413887525,6407021.62983431,8
680153.213887525,6407021.62987567,8
680153.213887525,6407021.62987567,8
680159.013887525,6407021.62996878,8
680159.013887525,6407021.62996878,8
680188.013887525,6406987.41223496,6
680188.013887525,6406987.41223496,6
680193.813887525,6406987.41193602,6
680193.813887525,6406987.41193602,6
680199.613887525,6406987.4112427,6
680199.613887525,6406987.4112427,6
680205.413887525,6406987.41128104,6
680205.413887525,6406987.41128104,6
680205.413887525,6406582.40394961,8
680205.413887525,6406582.40394961,8
680211.213887525,6406582.40382178,8
680211.213887525,6406582.40382178,8
680217.013887525,6406582.4040919,8
680217.013887525,6406582.4040919,8
680222.813887526,6406582.40492476,8
680222.813887526,6406582.40492476,8
680228.613887526,6406582.40974529,8
680228.613887526,6406582.40974529,8
680234.413887525,6406582.41125393,8
680234.413887525,6406582.41125393,8
680240.213887526,6406582.41210542,8
680240.213887526,6406582.41210542,8
680246.013887526,6406582.41260691,8
680246.013887526,6406582.41260691,8
680251.813887526,6406582.41426997,8
680251.813887526,6406582.41426997,8
680257.613887526,6406582.41566357,8
680257.613887526,6406582.41566357,8
680263.413887526,6406582.41787803,8
680263.413887526,6406582.41787803,8
680269.213887526,6406582.42015035,8
680269.213887526,6406582.42015035,8
680275.013887526,6406582.42297761,8
680275.013887526,6406582.42297761,8
680280.813887526,6406582.42666272,8
680280.813887526,6406582.42666272,8
680286.613887526,6406582.42936242,8
680286.613887526,6406582.42936242,8
680292.413887526,6406582.43204887,8
680292.413887526,6406582.43204887,8
680298.213887526,6406582.43491007,8
680298.213887526,6406582.43491007,8
680304.013887526,6406582.43867759,8
680304.013887526,6406582.43867759,8
680309.813887526,6406582.44135453,8
680309.813887526,6406582.44135453,8
680315.613887526,6406582.4436332,8
680315.613887526,6406582.4436332,8
680321.413887526,6406582.4452923,8
680321.413887526,6406582.4452923,8
680327.213887526,6406582.44810054,8
680327.213887526,6406582.44810054,8
680333.013887526,6406582.44987923,8
680333.013887526,6406582.44987923,8
680338.813887526,6406582.44629109,8
680338.813887526,6406582.44629109,8
680344.613887526,6406582.44808902,8
680344.613887526,6406582.44808902,8
680350.413887526,6406582.44938438,8
680350.413887526,6406582.44938438,8
680356.213887526,6406582.45093674,8
680356.213887526,6406582.45093674,8
680362.013887527,6406599.53210905,7
680362.013887527,6406599.53210905,7
680367.813887527,6406599.53151019,7
680367.813887527,6406599.53151019,7
680373.613887527,6406599.53089702,7
680373.613887527,6406599.53089702,7
680379.413887527,6406599.53057656,7
680379.413887527,6406599.53057656,7
680385.213887527,6406582.45696999,8
680385.213887527,6406582.45696999,8
680391.013887527,6406582.45807218,8
680391.013887527,6406582.45807218,8
680396.813887527,6406582.45786079,8
680396.813887527,6406582.45786079,8
680402.613887527,6406582.45935275,8
680402.613887527,6406582.45935275,8
680408.413887527,6406582.46181118,8
680408.413887527,6406582.46181118,8
680414.213887527,6406582.46164254,8
680414.213887527,6406582.46164254,8
680420.013887527,6406548.24623616,6
680420.013887527,6406548.24623616,6
680425.813887527,6406548.24681472,6
680425.813887527,6406548.24681472,6
680431.613887527,6406548.24778335,6
680431.613887527,6406548.24778335,6
680437.413887527,6406548.24661347,6
680437.413887527,6406548.24661347,6
680443.213887527,6406548.24676636,6
680443.213887527,6406548.24676636,6
680449.013887527,6406548.24761184,6
680449.013887527,6406548.24761184,6
680454.813887527,6406548.24842193,6
680454.813887527,6406548.24842193,6
680703.962119939,6407760.47658773,7
680703.962119939,6407760.47658773,7
680912.76211994,6407726.26878924,7
680912.76211994,6407726.26878924,7
680918.562119941,6407726.26457484,7
680918.562119941,6407726.26457484,7
680924.362119941,6407726.2623563,7
680924.362119941,6407726.2623563,7
680930.162119941,6407726.25747742,7
680930.162119941,6407726.25747742,7
680935.962119941,6407726.25084867,7
680935.962119941,6407726.25084867,7
680941.762119941,6407726.24657512,7
680941.762119941,6407726.24657512,7
680947.562119941,6407726.24295867,7
680947.562119941,6407726.24295867,7
680953.362119941,6407726.23783436,7
680953.362119941,6407726.23783436,7
680959.162119941,6407726.23357394,7
680959.162119941,6407726.23357394,7
680964.962119941,6407726.22943963,7
680964.962119941,6407726.22943963,7
680970.762119941,6407726.22443778,7
680970.762119941,6407726.22443778,7
680976.562119941,6407726.21909516,7
680976.562119941,6407726.21909516,7
680982.362119941,6407726.21280048,7
680982.362119941,6407726.21280048,7
680988.162119941,6407726.20864635,7
680988.162119941,6407726.20864635,7
680993.962119941,6407726.2040658,7
680993.962119941,6407726.2040658,7
680999.762119941,6407726.1991837,7
680999.762119941,6407726.1991837,7
681005.562119941,6407726.19485279,7
681005.562119941,6407726.19485279,7
681011.362119941,6407726.18864363,7
681011.362119941,6407726.18864363,7
681017.162119941,6407709.07143494,6
681017.162119941,6407709.07143494,6
681022.962119941,6407709.06832177,6
681022.962119941,6407709.06832177,6
681028.762119941,6407709.06355409,6
681028.762119941,6407709.06355409,6
681034.562119941,6407709.05762898,6
681034.562119941,6407709.05762898,6
681040.362119941,6407726.17872996,5
681040.362119941,6407726.17872996,5
681046.162119941,6407726.16924519,5
681046.162119941,6407726.16924519,5
681051.962119942,6407726.1676616,5
681051.962119942,6407726.1676616,5
681057.762119942,6407726.16935412,5
681057.762119942,6407726.16935412,5
681063.562119942,6407709.03706013,6
681063.562119942,6407709.03706013,6
681069.362119942,6407709.03430799,6
681069.362119942,6407709.03430799,6
681075.162119942,6407709.03203136,6
681075.162119942,6407709.03203136,6
681080.962119942,6407709.03044706,6
681080.962119942,6407709.03044706,6
681086.762119942,6407709.04428373,6
681086.762119942,6407709.04428373,6
681092.562119942,6407709.04613911,6
681092.562119942,6407709.04613911,6
681098.362119942,6407709.04934214,6
681098.362119942,6407709.04934214,6
681104.162119942,6407709.05100078,6
681104.162119942,6407709.05100078,6
681109.962119942,6407709.05450334,6
681109.962119942,6407709.05450334,6
681115.762119942,6407709.05893273,6
681115.762119942,6407709.05893273,6
681121.562119942,6407709.06407672,6
681121.562119942,6407709.06407672,6
681127.362119942,6407709.06720258,6
681127.362119942,6407709.06720258,6
681133.162119942,6407709.07077403,6
681133.162119942,6407709.07077403,6
681138.962119942,6407709.07559291,6
681138.962119942,6407709.07559291,6
681144.762119942,6407709.08018892,6
681144.762119942,6407709.08018892,6
681150.562119942,6407709.08483365,6
681150.562119942,6407709.08483365,6
681156.362119942,6407709.08974568,6
681156.362119942,6407709.08974568,6
680239.962119935,6407269.33548342,6
680239.962119935,6407269.33548342,6
680245.762119935,6407269.33501292,6
680245.762119935,6407269.33501292,6
680251.562119935,6407269.3338978,6
680251.562119935,6407269.3338978,6
680257.362119935,6407269.33337424,6
680257.362119935,6407269.33337424,6
680263.162119935,6407269.33283844,6
680263.162119935,6407269.33283844,6
680268.962119935,6407269.33254099,6
680268.962119935,6407269.33254099,6
680274.762119935,6407286.47186432,7
680274.762119935,6407286.47186432,7
680280.562119935,6407286.47161027,7
680280.562119935,6407286.47161027,7
680286.362119936,6407286.47131338,7
680286.362119936,6407286.47131338,7
680292.162119935,6407286.47077114,7
680292.162119935,6407286.47077114,7
680297.962119935,6407286.46961547,7
680297.962119935,6407286.46961547,7
680303.762119936,6407286.46781719,7
680303.762119936,6407286.46781719,7
680309.562119936,6407286.46605559,7
680309.562119936,6407286.46605559,7
680315.362119936,6407286.46485736,7
680315.362119936,6407286.46485736,7
680321.162119936,6407286.46333093,7
680321.162119936,6407286.46333093,7
680326.962119936,6407286.46225801,7
680326.962119936,6407286.46225801,7
680332.762119936,6407286.46175089,7
680332.762119936,6407286.46175089,7
680338.562119936,6407286.46199789,7
680338.562119936,6407286.46199789,7
680344.362119936,6407286.45901902,7
680344.362119936,6407286.45901902,7
680350.162119936,6407286.45820723,7
680350.162119936,6407286.45820723,7
680355.962119936,6407303.52764953,8
680355.962119936,6407303.52764953,8
680361.762119936,6407303.52697605,8
680361.762119936,6407303.52697605,8
680367.562119936,6407320.61211256,7
680367.562119936,6407320.61211256,7
680373.362119936,6407320.60827498,7
680373.362119936,6407320.60827498,7
680379.162119936,6407320.60947077,7
680379.162119936,6407320.60947077,7
680384.962119936,6407320.6124847,7
680384.962119936,6407320.6124847,7
680390.762119936,6407303.52015361,8
680390.762119936,6407303.52015361,8
680396.562119936,6407303.51917386,8
680396.562119936,6407303.51917386,8
680402.362119936,6407303.51916401,8
680402.362119936,6407303.51916401,8
680408.162119936,6407303.51945779,8
680408.162119936,6407303.51945779,8
680413.962119937,6407303.52518678,8
680413.962119937,6407303.52518678,8
680419.762119936,6407303.52567388,8
680419.762119936,6407303.52567388,8
680425.562119936,6407303.52625131,8
680425.562119936,6407303.52625131,8
680431.362119937,6407303.52537296,8
680431.362119937,6407303.52537296,8
680437.162119937,6407303.52406245,8
680437.162119937,6407303.52406245,8
680442.962119937,6407303.52587302,8
680442.962119937,6407303.52587302,8
680448.762119937,6407303.52455619,8
680448.762119937,6407303.52455619,8
680454.562119937,6407303.52361461,8
680454.562119937,6407303.52361461,8
680460.362119937,6407303.52323167,8
680460.362119937,6407303.52323167,8
680466.162119937,6407303.52242575,8
680466.162119937,6407303.52242575,8
680471.962119937,6407303.52132089,8
680471.962119937,6407303.52132089,8
680477.762119937,6407303.51986534,8
680477.762119937,6407303.51986534,8
680384.962119936,6407042.06066533,6
680384.962119936,6407042.06066533,6
680390.762119936,6407042.06031642,6
680390.762119936,6407042.06031642,6
680396.562119936,6407042.05997802,6
680396.562119936,6407042.05997802,6
680402.362119936,6407042.05962997,6
680402.362119936,6407042.05962997,6
680408.162119936,6407042.05942253,6
680408.162119936,6407042.05942253,6
680413.962119936,6407042.05907433,6
680413.962119936,6407042.05907433,6
680419.762119936,6407042.05870646,6
680419.762119936,6407042.05870646,6
680425.562119937,6407042.05831657,6
680425.562119937,6407042.05831657,6
680895.36211994,6407024.93999097,7
680895.36211994,6407024.93999097,7
680901.16211994,6407024.94025458,7
680901.16211994,6407024.94025458,7
680906.96211994,6407024.93855651,7
680906.96211994,6407024.93855651,7
680912.762119941,6407024.93432354,7
680912.762119941,6407024.93432354,7
680918.562119941,6407024.92990716,7
680918.562119941,6407024.92990716,7
680924.362119941,6407024.92798108,7
680924.362119941,6407024.92798108,7
680930.162119941,6407024.92771149,7
680930.162119941,6407024.92771149,7
680935.96211994,6407024.92701271,7
680935.96211994,6407024.92701271,7
680941.76211994,6407024.92733497,7
680941.76211994,6407024.92733497,7
680947.562119941,6407024.92966704,7
680947.562119941,6407024.92966704,7
680953.362119941,6407007.85836841,8
680953.362119941,6407007.85836841,8
680959.162119941,6407007.85682837,8
680959.162119941,6407007.85682837,8
680964.962119941,6407007.85533757,8
680964.962119941,6407007.85533757,8
680970.762119941,6407007.85386573,8
680970.762119941,6407007.85386573,8
680976.562119941,6407007.8497274,8
680976.562119941,6407007.8497274,8
680982.362119941,6407007.84889088,8
680982.362119941,6407007.84889088,8
680988.162119941,6407007.84887155,8
680988.162119941,6407007.84887155,8
680993.962119941,6407007.84454545,8
680993.962119941,6407007.84454545,8
680999.762119941,6407007.84143462,8
680999.762119941,6407007.84143462,8
681005.562119941,6407007.83942746,8
681005.562119941,6407007.83942746,8
681011.362119941,6407007.83686662,8
681011.362119941,6407007.83686662,8
681017.162119941,6407007.83643412,8
681017.162119941,6407007.83643412,8
681022.962119941,6407007.83357688,8
681022.962119941,6407007.83357688,8
681028.762119941,6407007.83327296,8
681028.762119941,6407007.83327296,8
681034.562119941,6407007.83199491,8
681034.562119941,6407007.83199491,8
681040.362119941,6407007.8331025,8
681040.362119941,6407007.8331025,8
681046.162119941,6407007.83507153,8
681046.162119941,6407007.83507153,8
681051.962119942,6407007.83673866,8
681051.962119942,6407007.83673866,8
681057.762119942,6407007.83489828,8
681057.762119942,6407007.83489828,8
681063.562119942,6407007.83762591,8
681063.562119942,6407007.83762591,8
681069.362119942,6407007.83633284,8
681069.362119942,6407007.83633284,8
681075.162119942,6407007.83451882,8
681075.162119942,6407007.83451882,8
681080.962119942,6407007.83376718,8
681080.962119942,6407007.83376718,8
681086.762119942,6407007.83273838,8
